0,1,2
0.83,2024061217,33829
0.85,2024061221,33829
0.8,2024061301,33829
0.69,2024061305,33829
0.8,2024061309,33829
0.82,2024061313,33829
0.81,2024061317,33829
0.88,2024061321,33829
0.87,2024061401,33829
0.8,2024061405,33829
0.79,2024061409,33829
0.81,2024061413,33829
0.81,2024061417,33829
0.91,2024061421,33829
0.83,2024061501,33829
0.83,2024061505,33829
0.79,2024061509,33829
0.8,2024061513,33829
0.73,2024061517,33829
0.81,2024061521,33829
0.81,2024061601,33829
0.76,2024061605,33829
0.82,2024061609,33829
0.86,2024061613,33829
0.85,2024061617,33829
0.8,2024061621,33829
0.73,2024061701,33829
0.8,2024061705,33829
0.81,2024061709,33829
0.87,2024061713,33829
0.8,2024061717,33829
0.8,2024061721,33829
0.8,2024061801,33829
0.82,2024061805,33829
0.9,2024061809,33829
0.85,2024061813,33829
0.79,2024061817,33829
0.85,2024061821,33829
0.89,2024061901,33829
0.73,2024061905,33829
0.86,2024061909,33829
0.77,2024061913,33829
0.79,2024061917,33829
0.74,2024061921,33829
0.76,2024062001,33829
0.82,2024062005,33829
0.86,2024062009,33829
0.73,2024062013,33829
1.56,2024052117,33846
1.58,2024052121,33846
1.57,2024052201,33846
1.54,2024052205,33846
1.52,2024052209,33846
1.54,2024052213,33846
1.56,2024052217,33846
1.6,2024052221,33846
1.55,2024052301,33846
1.52,2024052305,33846
1.58,2024052309,33846
1.52,2024052313,33846
1.54,2024052317,33846
1.56,2024052321,33846
1.53,2024052401,33846
1.54,2024052405,33846
1.52,2024052409,33846
1.52,2024052413,33846
1.54,2024052417,33846
1.59,2024052421,33846
1.61,2024052501,33846
1.54,2024052505,33846
1.52,2024052509,33846
1.55,2024052513,33846
1.54,2024052517,33846
1.54,2024052521,33846
1.61,2024052601,33846
1.67,2024052605,33846
1.58,2024052609,33846
1.56,2024052613,33846
1.55,2024052617,33846
1.53,2024052621,33846
1.52,2024052701,33846
1.55,2024052705,33846
1.55,2024052709,33846
1.54,2024052713,33846
1.54,2024052717,33846
1.51,2024052721,33846
1.52,2024052801,33846
1.58,2024052805,33846
1.47,2024052809,33846
1.49,2024052813,33846
1.45,2024052817,33846
1.45,2024052821,33846
1.62,2024052901,33846
1.55,2024052905,33846
1.54,2024052909,33846
1.49,2024052913,33846
1.46,2024052917,33846
1.51,2024052921,33846
1.51,2024053001,33846
1.56,2024053005,33846
1.52,2024053009,33846
1.48,2024053013,33846
1.52,2024053017,33846
1.51,2024053021,33846
1.54,2024053101,33846
1.5,2024053105,33846
1.55,2024053109,33846
1.52,2024053113,33846
1.55,2024053117,33846
1.48,2024053121,33846
1.45,2024060101,33846
1.53,2024060105,33846
1.54,2024060109,33846
1.52,2024060113,33846
1.47,2024060117,33846
1.47,2024060121,33846
1.56,2024060201,33846
1.51,2024060205,33846
1.51,2024060209,33846
1.49,2024060213,33846
1.5,2024060217,33846
1.47,2024060221,33846
1.5,2024060301,33846
1.46,2024060305,33846
1.62,2024060309,33846
1.54,2024060313,33846
1.49,2024060317,33846
1.54,2024060321,33846
1.54,2024060401,33846
1.51,2024060405,33846
1.57,2024060409,33846
1.45,2024060413,33846
1.46,2024060417,33846
1.55,2024060421,33846
1.58,2024060501,33846
1.53,2024060505,33846
1.52,2024060509,33846
1.5,2024060513,33846
1.52,2024060517,33846
1.58,2024060521,33846
1.56,2024060601,33846
1.48,2024060605,33846
1.5,2024060609,33846
1.55,2024060613,33846
1.5,2024060617,33846
1.58,2024060621,33846
1.61,2024060701,33846
1.48,2024060705,33846
1.53,2024060709,33846
1.6,2024060713,33846
1.56,2024060717,33846
1.49,2024060721,33846
1.52,2024060801,33846
1.45,2024060805,33846
1.51,2024060809,33846
1.55,2024060813,33846
1.47,2024060817,33846
1.48,2024060821,33846
1.47,2024060901,33846
1.48,2024060905,33846
1.49,2024060909,33846
1.49,2024060913,33846
1.49,2024060917,33846
1.48,2024060921,33846
1.52,2024061001,33846
1.5,2024061005,33846
1.51,2024061009,33846
1.47,2024061013,33846
1.45,2024061017,33846
1.46,2024061021,33846
1.44,2024061101,33846
1.49,2024061105,33846
1.47,2024061109,33846
1.45,2024061113,33846
1.46,2024061117,33846
1.47,2024061121,33846
1.46,2024061201,33846
1.49,2024061205,33846
1.47,2024061209,33846
1.48,2024061213,33846
1.48,2024061217,33846
1.45,2024061221,33846
1.51,2024061301,33846
1.51,2024061305,33846
1.46,2024061309,33846
1.47,2024061313,33846
1.47,2024061317,33846
1.45,2024061321,33846
1.4,2024061401,33846
1.48,2024061405,33846
1.45,2024061409,33846
1.5,2024061413,33846
1.34,2024061417,33846
1.42,2024061421,33846
1.47,2024061501,33846
1.45,2024061505,33846
1.44,2024061509,33846
1.43,2024061513,33846
1.39,2024061517,33846
1.44,2024061521,33846
1.39,2024061601,33846
1.41,2024061605,33846
1.45,2024061609,33846
1.39,2024061613,33846
1.38,2024061617,33846
1.46,2024061621,33846
1.43,2024061701,33846
1.44,2024061705,33846
1.43,2024061709,33846
1.4,2024061713,33846
1.42,2024061717,33846
1.41,2024061721,33846
1.41,2024061801,33846
1.44,2024061805,33846
1.45,2024061809,33846
1.45,2024061813,33846
1.4,2024061817,33846
1.42,2024061821,33846
1.37,2024061901,33846
1.36,2024061905,33846
1.44,2024061909,33846
1.5,2024061913,33846
1.42,2024061917,33846
1.36,2024061921,33846
1.5,2024062001,33846
1.41,2024062005,33846
1.39,2024062009,33846
1.4,2024062013,33846
73.18,2024052209,34503
73.18,2024052210,34503
73.26,2024052315,34503
62.73,2024052707,34503
62.37,2024052716,34503
72.46,2024060117,34503
0.22,2024052117,33852
0.22,2024052121,33852
0.22,2024052201,33852
0.22,2024052205,33852
0.22,2024052209,33852
0.22,2024052213,33852
0.22,2024052217,33852
0.22,2024052221,33852
0.22,2024052301,33852
0.22,2024052305,33852
0.22,2024052309,33852
0.22,2024052313,33852
0.22,2024052317,33852
0.22,2024052321,33852
0.22,2024052401,33852
0.22,2024052405,33852
0.22,2024052409,33852
0.22,2024052413,33852
0.22,2024052417,33852
0.22,2024052421,33852
0.22,2024052501,33852
0.22,2024052505,33852
0.22,2024052509,33852
0.22,2024052513,33852
0.22,2024052517,33852
0.22,2024052521,33852
0.22,2024052601,33852
0.22,2024052605,33852
0.22,2024052609,33852
0.22,2024052613,33852
0.22,2024052617,33852
0.22,2024052621,33852
0.22,2024052701,33852
0.22,2024052705,33852
0.22,2024052709,33852
0.22,2024052713,33852
0.22,2024052717,33852
0.22,2024052721,33852
0.22,2024052801,33852
0.22,2024052805,33852
0.22,2024052809,33852
0.22,2024052813,33852
0.22,2024052817,33852
0.22,2024052821,33852
0.22,2024052901,33852
0.22,2024052905,33852
0.22,2024052909,33852
0.22,2024052913,33852
0.22,2024052917,33852
0.22,2024052921,33852
0.22,2024053001,33852
0.22,2024053005,33852
0.22,2024053009,33852
0.22,2024053013,33852
0.22,2024053017,33852
0.22,2024053021,33852
0.22,2024053101,33852
0.22,2024053105,33852
0.22,2024053109,33852
0.22,2024053113,33852
0.22,2024053117,33852
0.22,2024053121,33852
0.22,2024060101,33852
0.22,2024060105,33852
0.22,2024060109,33852
0.22,2024060113,33852
0.22,2024060117,33852
0.22,2024060121,33852
0.22,2024060201,33852
0.22,2024060205,33852
0.22,2024060209,33852
0.22,2024060213,33852
0.22,2024060217,33852
0.22,2024060221,33852
0.22,2024060301,33852
0.22,2024060305,33852
0.22,2024060309,33852
0.22,2024060313,33852
0.22,2024060317,33852
0.22,2024060321,33852
0.22,2024060401,33852
0.22,2024060405,33852
0.22,2024060409,33852
0.22,2024060413,33852
0.22,2024060417,33852
0.22,2024060421,33852
0.22,2024060501,33852
0.22,2024060505,33852
0.22,2024060509,33852
0.22,2024060513,33852
0.22,2024060517,33852
0.22,2024060521,33852
0.22,2024060601,33852
0.22,2024060605,33852
0.22,2024060609,33852
0.22,2024060613,33852
0.22,2024060617,33852
0.22,2024060621,33852
0.22,2024060701,33852
0.22,2024060705,33852
0.22,2024060709,33852
0.22,2024060713,33852
0.22,2024060717,33852
0.22,2024060721,33852
0.22,2024060801,33852
0.22,2024060805,33852
0.22,2024060809,33852
0.22,2024060813,33852
0.22,2024060817,33852
0.22,2024060821,33852
0.22,2024060901,33852
0.22,2024060905,33852
0.22,2024060909,33852
0.22,2024060913,33852
0.22,2024060917,33852
0.22,2024060921,33852
0.22,2024061001,33852
0.22,2024061005,33852
0.22,2024061009,33852
0.22,2024061013,33852
0.22,2024061017,33852
0.22,2024061021,33852
0.22,2024061101,33852
0.22,2024061105,33852
0.22,2024061109,33852
0.22,2024061113,33852
0.22,2024061117,33852
0.22,2024061121,33852
0.22,2024061201,33852
0.22,2024061205,33852
0.22,2024061209,33852
0.22,2024061213,33852
0.22,2024061217,33852
0.22,2024061221,33852
0.22,2024061301,33852
0.22,2024061305,33852
0.22,2024061309,33852
0.22,2024061313,33852
0.22,2024061317,33852
0.22,2024061321,33852
0.22,2024061401,33852
0.22,2024061405,33852
0.22,2024061409,33852
0.22,2024061413,33852
0.22,2024061417,33852
0.22,2024061421,33852
0.22,2024061501,33852
0.22,2024061505,33852
0.22,2024061509,33852
0.22,2024061513,33852
0.22,2024061517,33852
0.22,2024061521,33852
0.22,2024061601,33852
0.22,2024061605,33852
0.22,2024061609,33852
0.22,2024061613,33852
0.22,2024061617,33852
0.22,2024061621,33852
0.22,2024061701,33852
0.22,2024061705,33852
0.22,2024061709,33852
0.22,2024061713,33852
0.22,2024061717,33852
0.22,2024061721,33852
0.22,2024061801,33852
0.22,2024061805,33852
0.22,2024061809,33852
0.22,2024061813,33852
0.22,2024061817,33852
0.22,2024061821,33852
0.22,2024061901,33852
0.22,2024061905,33852
0.22,2024061909,33852
0.22,2024061913,33852
0.22,2024061917,33852
0.22,2024061921,33852
0.22,2024062001,33852
0.22,2024062005,33852
0.22,2024062009,33852
19.82,2024052118,34502
18.51,2024052119,34502
20.98,2024052120,34502
20.98,2024052122,34502
19.82,2024052203,34502
18.66,2024052210,34502
18.01,2024052215,34502
19.68,2024052219,34502
19.68,2024052221,34502
21.64,2024052303,34502
17.72,2024052323,34502
19.17,2024052401,34502
19.17,2024052402,34502
19.68,2024052403,34502
19.17,2024052405,34502
18.59,2024052406,34502
19.75,2024052412,34502
18.59,2024052416,34502
19.82,2024052418,34502
18.66,2024052420,34502
19.53,2024052421,34502
19.09,2024052423,34502
20.04,2024052503,34502
19.75,2024052509,34502
17.86,2024052511,34502
17.79,2024052513,34502
19.6,2024052519,34502
17.72,2024052600,34502
18.95,2024052609,34502
19.46,2024052610,34502
20.04,2024052613,34502
20.04,2024052620,34502
17.57,2024052709,34502
19.31,2024052711,34502
18.59,2024052714,34502
19.31,2024052716,34502
20.62,2024052717,34502
18.88,2024052803,34502
18.95,2024052809,34502
18.8,2024052820,34502
19.39,2024052821,34502
19.6,2024052901,34502
18.51,2024052912,34502
19.97,2024052919,34502
18.51,2024052920,34502
18.59,2024053000,34502
18.51,2024053007,34502
18.66,2024053011,34502
18.73,2024053013,34502
20.04,2024053014,34502
18.8,2024053015,34502
21.64,2024053018,34502
20.62,2024053019,34502
18.15,2024053106,34502
20.18,2024053109,34502
20.33,2024053113,34502
20.62,2024053116,34502
21.05,2024053117,34502
19.24,2024053118,34502
29.19,2024053120,34502
19.75,2024053123,34502
22.51,2024060100,34502
19.89,2024060102,34502
19.82,2024060106,34502
19.82,2024060110,34502
19.82,2024060112,34502
20.11,2024060119,34502
20.04,2024060123,34502
20.11,2024060200,34502
20.11,2024060201,34502
20.11,2024060203,34502
20.11,2024060204,34502
20.4,2024060205,34502
20.11,2024060206,34502
19.82,2024060208,34502
20.04,2024060209,34502
22.51,2024060210,34502
20.18,2024060216,34502
28.82,2024060219,34502
20.11,2024060221,34502
20.33,2024060301,34502
20.4,2024060307,34502
20.04,2024060311,34502
19.82,2024060312,34502
21.42,2024060313,34502
19.75,2024060315,34502
21.05,2024060319,34502
21.49,2024060322,34502
16.26,2024060323,34502
21.71,2024060419,34502
24.32,2024060420,34502
125.82,2024060503,34502
19.31,2024060509,34502
21.35,2024060513,34502
21.2,2024060514,34502
21.78,2024060515,34502
21.93,2024060518,34502
20.47,2024060600,34502
18.66,2024060601,34502
15.75,2024060608,34502
21.78,2024060609,34502
21.85,2024060611,34502
21.78,2024060613,34502
21.78,2024060615,34502
21.85,2024060619,34502
19.68,2024060622,34502
21.2,2024060701,34502
20.33,2024060706,34502
21.42,2024060707,34502
21.85,2024060710,34502
21.85,2024060712,34502
21.85,2024060713,34502
21.85,2024060714,34502
21.85,2024060716,34502
21.93,2024060719,34502
22.0,2024060721,34502
20.18,2024060800,34502
21.93,2024060803,34502
20.18,2024060805,34502
22.0,2024060806,34502
22.14,2024060811,34502
22.29,2024060813,34502
20.18,2024060814,34502
22.51,2024060816,34502
22.51,2024060819,34502
23.23,2024060821,34502
23.45,2024060901,34502
23.16,2024060907,34502
20.18,2024060910,34502
20.04,2024060912,34502
22.0,2024060915,34502
21.71,2024061000,34502
18.3,2024061010,34502
21.13,2024061013,34502
19.53,2024061015,34502
19.46,2024061018,34502
19.6,2024061019,34502
21.56,2024061021,34502
21.49,2024061023,34502
21.85,2024061108,34502
20.18,2024061109,34502
20.69,2024061111,34502
23.45,2024061117,34502
16.7,2024061118,34502
19.46,2024061201,34502
21.78,2024061203,34502
19.75,2024061209,34502
20.84,2024061211,34502
19.31,2024061216,34502
19.53,2024061218,34502
19.31,2024061221,34502
20.04,2024061222,34502
21.93,2024061223,34502
19.39,2024061300,34502
21.78,2024061311,34502
19.46,2024061317,34502
20.98,2024061320,34502
19.17,2024061400,34502
21.93,2024061402,34502
19.75,2024061413,34502
27.59,2024061419,34502
19.09,2024061421,34502
19.46,2024061506,34502
19.6,2024061509,34502
19.17,2024061511,34502
18.95,2024061514,34502
19.24,2024061515,34502
36.3,2024061517,34502
25.7,2024061518,34502
17.93,2024061520,34502
18.73,2024061521,34502
18.15,2024061611,34502
19.31,2024061612,34502
19.46,2024061613,34502
17.86,2024061616,34502
19.02,2024061700,34502
18.51,2024061713,34502
19.53,2024061715,34502
19.31,2024061716,34502
17.79,2024061717,34502
18.01,2024061720,34502
28.75,2024061721,34502
18.01,2024061805,34502
17.86,2024061808,34502
19.53,2024061810,34502
14.81,2024061822,34502
20.11,2024061900,34502
15.61,2024061910,34502
58.23,2024061914,34502
17.86,2024061916,34502
19.6,2024061918,34502
20.26,2024061920,34502
18.73,2024062000,34502
20.55,2024062002,34502
20.18,2024062009,34502
18.15,2024062010,34502
61.49,2024052521,34504
60.99,2024052904,34504
60.77,2024052913,34504
60.99,2024053103,34504
66.43,2024053118,34504
65.49,2024060100,34504
67.09,2024060119,34504
68.61,2024060122,34504
65.63,2024060316,34504
69.63,2024060413,34504
71.37,2024060423,34504
70.79,2024060504,34504
72.6,2024060505,34504
65.34,2024060521,34504
66.87,2024060623,34504
78.92,2024060806,34504
78.99,2024060818,34504
72.6,2024060923,34504
66.87,2024061003,34504
73.18,2024061222,34504
69.05,2024061313,34504
66.58,2024061400,34504
64.4,2024061506,34504
69.63,2024061513,34504
63.75,2024061519,34504
64.25,2024061608,34504
67.23,2024061818,34504
0.22,2024052117,33854
0.22,2024052121,33854
0.22,2024052201,33854
0.22,2024052205,33854
0.22,2024052209,33854
0.22,2024052213,33854
0.22,2024052217,33854
0.22,2024052221,33854
0.22,2024052301,33854
0.22,2024052305,33854
0.22,2024052309,33854
0.22,2024052313,33854
0.22,2024052317,33854
0.22,2024052321,33854
0.22,2024052401,33854
0.22,2024052405,33854
0.22,2024052409,33854
0.22,2024052413,33854
0.22,2024052417,33854
0.22,2024052421,33854
0.22,2024052501,33854
0.22,2024052505,33854
0.22,2024052509,33854
0.22,2024052513,33854
0.22,2024052517,33854
0.22,2024052521,33854
0.22,2024052601,33854
0.22,2024052605,33854
0.22,2024052609,33854
0.22,2024052613,33854
0.22,2024052617,33854
0.22,2024052621,33854
0.22,2024052701,33854
0.22,2024052705,33854
0.22,2024052709,33854
0.22,2024052713,33854
0.22,2024052717,33854
0.22,2024052721,33854
0.22,2024052801,33854
0.22,2024052805,33854
0.22,2024052809,33854
0.22,2024052813,33854
0.22,2024052817,33854
0.22,2024052821,33854
0.22,2024052901,33854
0.22,2024052905,33854
0.22,2024052909,33854
0.22,2024052913,33854
0.22,2024052917,33854
0.22,2024052921,33854
0.22,2024053001,33854
0.22,2024053005,33854
0.22,2024053009,33854
0.22,2024053013,33854
0.22,2024053017,33854
0.22,2024053021,33854
0.22,2024053101,33854
0.22,2024053105,33854
0.22,2024053109,33854
0.22,2024053113,33854
0.22,2024053117,33854
0.22,2024053121,33854
0.22,2024060101,33854
0.22,2024060105,33854
0.22,2024060109,33854
0.22,2024060113,33854
0.22,2024060117,33854
0.22,2024060121,33854
0.22,2024060201,33854
0.22,2024060205,33854
0.22,2024060209,33854
0.22,2024060213,33854
0.22,2024060217,33854
0.22,2024060221,33854
0.22,2024060301,33854
0.22,2024060305,33854
0.22,2024060309,33854
0.22,2024060313,33854
0.22,2024060317,33854
0.22,2024060321,33854
0.22,2024060401,33854
0.22,2024060405,33854
0.22,2024060409,33854
0.22,2024060413,33854
0.22,2024060417,33854
0.22,2024060421,33854
0.22,2024060501,33854
0.22,2024060505,33854
0.22,2024060509,33854
0.22,2024060513,33854
0.22,2024060517,33854
0.22,2024060521,33854
0.22,2024060601,33854
0.22,2024060605,33854
0.22,2024060609,33854
0.22,2024060613,33854
0.22,2024060617,33854
0.22,2024060621,33854
0.22,2024060701,33854
0.22,2024060705,33854
0.22,2024060709,33854
0.22,2024060713,33854
0.22,2024060717,33854
0.22,2024060721,33854
0.22,2024060801,33854
0.22,2024060805,33854
0.22,2024060809,33854
0.22,2024060813,33854
0.22,2024060817,33854
0.22,2024060821,33854
0.22,2024060901,33854
0.22,2024060905,33854
0.22,2024060909,33854
0.22,2024060913,33854
0.22,2024060917,33854
0.22,2024060921,33854
0.22,2024061001,33854
0.22,2024061005,33854
0.22,2024061009,33854
0.22,2024061013,33854
0.22,2024061017,33854
0.22,2024061021,33854
0.22,2024061101,33854
0.22,2024061105,33854
0.22,2024061109,33854
0.22,2024061113,33854
0.22,2024061117,33854
0.22,2024061121,33854
0.22,2024061201,33854
0.22,2024061205,33854
0.22,2024061209,33854
0.22,2024061213,33854
0.22,2024061217,33854
0.22,2024061221,33854
0.22,2024061301,33854
0.22,2024061305,33854
0.22,2024061309,33854
0.22,2024061313,33854
0.22,2024061317,33854
0.22,2024061321,33854
0.22,2024061401,33854
0.22,2024061405,33854
0.22,2024061409,33854
0.22,2024061413,33854
0.22,2024061417,33854
0.22,2024061421,33854
0.22,2024061501,33854
0.22,2024061505,33854
0.22,2024061509,33854
0.22,2024061513,33854
0.22,2024061517,33854
0.22,2024061521,33854
0.22,2024061601,33854
0.22,2024061605,33854
0.22,2024061609,33854
0.22,2024061613,33854
0.22,2024061617,33854
0.22,2024061621,33854
0.22,2024061701,33854
0.22,2024061705,33854
0.22,2024061709,33854
0.22,2024061713,33854
0.22,2024061717,33854
0.22,2024061721,33854
0.22,2024061801,33854
0.22,2024061805,33854
0.22,2024061809,33854
0.22,2024061813,33854
0.22,2024061817,33854
0.22,2024061821,33854
0.22,2024061901,33854
0.22,2024061905,33854
0.22,2024061909,33854
0.22,2024061913,33854
0.22,2024061917,33854
0.22,2024061921,33854
0.22,2024062001,33854
0.22,2024062005,33854
0.22,2024062009,33854
0.22,2024062013,33854
217.01,2024061318,34505
131.77,2024061617,34505
107.09,2024061618,34505
66.43,2024052121,34506
55.25,2024052213,34506
58.45,2024052214,34506
58.08,2024052217,34506
60.41,2024052218,34506
67.67,2024052220,34506
58.45,2024052301,34506
58.59,2024052310,34506
70.93,2024052314,34506
63.75,2024052317,34506
65.34,2024052318,34506
67.16,2024052321,34506
58.08,2024052403,34506
66.72,2024052408,34506
68.1,2024052415,34506
60.26,2024052416,34506
62.95,2024052420,34506
68.46,2024052421,34506
68.46,2024052422,34506
66.79,2024052423,34506
68.46,2024052504,34506
55.18,2024052510,34506
68.46,2024052515,34506
63.6,2024052520,34506
61.71,2024052521,34506
63.24,2024052602,34506
63.16,2024052611,34506
63.24,2024052615,34506
63.24,2024052618,34506
63.02,2024052622,34506
67.3,2024052713,34506
63.82,2024052714,34506
66.94,2024052715,34506
65.34,2024052801,34506
63.82,2024052802,34506
68.54,2024052810,34506
64.25,2024052818,34506
68.54,2024052819,34506
59.9,2024052902,34506
63.53,2024052906,34506
65.34,2024052910,34506
58.45,2024052921,34506
65.12,2024053008,34506
63.75,2024053015,34506
66.58,2024053016,34506
67.96,2024053019,34506
68.25,2024053105,34506
68.54,2024053106,34506
69.34,2024053113,34506
67.59,2024053114,34506
70.72,2024053116,34506
66.87,2024053121,34506
68.97,2024053122,34506
72.02,2024060104,34506
72.46,2024060105,34506
72.46,2024060114,34506
72.53,2024060118,34506
68.97,2024060119,34506
73.47,2024060120,34506
73.26,2024060204,34506
74.35,2024060205,34506
74.71,2024060216,34506
73.04,2024060217,34506
74.49,2024060220,34506
74.42,2024060303,34506
73.69,2024060307,34506
74.93,2024060312,34506
72.46,2024060315,34506
71.88,2024060316,34506
65.34,2024060320,34506
74.93,2024060322,34506
75.14,2024060400,34506
73.47,2024060406,34506
71.22,2024060413,34506
75.14,2024060414,34506
76.16,2024060416,34506
74.78,2024060423,34506
74.06,2024060505,34506
75.43,2024060506,34506
76.89,2024060510,34506
77.03,2024060516,34506
63.16,2024060517,34506
77.1,2024060520,34506
76.09,2024060523,34506
76.6,2024060613,34506
76.6,2024060614,34506
76.96,2024060701,34506
76.45,2024060707,34506
78.19,2024060718,34506
72.6,2024060723,34506
71.44,2024060809,34506
67.09,2024060813,34506
72.31,2024060816,34506
64.69,2024060817,34506
72.24,2024060818,34506
76.09,2024060821,34506
72.6,2024060903,34506
74.13,2024060905,34506
76.67,2024060907,34506
67.67,2024060918,34506
70.93,2024061006,34506
72.89,2024061011,34506
70.21,2024061023,34506
70.35,2024061104,34506
69.92,2024061110,34506
66.21,2024061112,34506
67.01,2024061113,34506
66.21,2024061114,34506
72.39,2024061118,34506
70.93,2024061122,34506
66.14,2024061212,34506
74.27,2024061216,34506
72.09,2024061218,34506
61.06,2024061303,34506
68.97,2024061307,34506
58.08,2024061403,34506
68.9,2024061409,34506
56.56,2024061423,34506
66.29,2024061508,34506
65.34,2024061510,34506
67.3,2024061514,34506
68.9,2024061519,34506
70.64,2024061523,34506
70.72,2024061600,34506
71.22,2024061601,34506
66.79,2024061604,34506
69.7,2024061608,34506
54.23,2024061610,34506
71.59,2024061704,34506
63.53,2024061717,34506
65.34,2024061801,34506
67.88,2024061811,34506
70.57,2024061815,34506
62.51,2024061917,34506
64.47,2024061921,34506
63.6,2024061922,34506
62.37,2024062002,34506
64.25,2024062003,34506
65.56,2024062013,34506
65.71,2024062016,34506
72.68,2024052122,34507
72.68,2024052201,34507
79.36,2024052300,34507
78.48,2024052311,34507
78.7,2024052320,34507
70.42,2024052417,34507
73.55,2024052419,34507
72.6,2024052501,34507
67.45,2024052503,34507
66.58,2024052509,34507
75.29,2024052822,34507
76.09,2024052915,34507
76.45,2024052916,34507
76.31,2024052918,34507
76.16,2024053000,34507
76.89,2024053015,34507
77.98,2024053016,34507
77.47,2024053017,34507
75.14,2024053018,34507
78.19,2024053023,34507
78.27,2024053114,34507
78.63,2024053116,34507
78.63,2024053117,34507
79.06,2024053118,34507
79.5,2024053119,34507
81.61,2024060110,34507
79.86,2024060114,34507
79.86,2024060200,34507
82.19,2024060212,34507
82.4,2024060218,34507
63.53,2024060222,34507
82.4,2024060301,34507
79.86,2024060306,34507
79.65,2024060307,34507
82.04,2024060312,34507
79.72,2024060315,34507
82.4,2024060404,34507
82.77,2024060406,34507
78.56,2024060413,34507
83.28,2024060501,34507
83.86,2024060521,34507
84.36,2024060603,34507
84.15,2024060604,34507
72.89,2024060606,34507
86.47,2024060607,34507
82.84,2024060617,34507
83.49,2024060622,34507
76.45,2024060800,34507
76.23,2024060811,34507
76.16,2024060815,34507
77.39,2024060914,34507
72.24,2024060915,34507
86.47,2024061007,34507
77.47,2024061112,34507
76.23,2024061201,34507
77.25,2024061210,34507
65.42,2024061217,34507
65.34,2024061300,34507
75.22,2024061321,34507
72.31,2024061412,34507
72.6,2024061505,34507
64.62,2024061604,34507
67.45,2024061617,34507
58.08,2024061622,34507
68.25,2024061705,34507
68.17,2024061712,34507
66.94,2024061714,34507
68.25,2024061719,34507
62.29,2024061813,34507
69.77,2024061822,34507
68.97,2024061923,34507
57.86,2024062006,34507
63.89,2024052214,34508
62.37,2024052503,34508
