穿肠刀,崭新出厂,★ StatTrak™,43581,穿肠刀（★ StatTrak™） | 黑色层压板,1,95799.5,1050.57,0.01,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,43613,穿肠刀（★ StatTrak™） | 森林 DDPAT,1,16999.5,578.5,0.03,2024-06-17
穿肠刀,崭新出厂,★,45505,穿肠刀（★） | 致命紫罗兰,3,6599.5,1326.03,0.2,2024-06-17
穿肠刀,崭新出厂,★,42823,穿肠刀（★） | 森林 DDPAT,1,4999.5,1610.57,0.32,2024-06-17
穿肠刀,崭新出厂,★,42848,穿肠刀（★） | 狩猎网格,1,3399.5,7103.83,2.09,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43619,穿肠刀（★ StatTrak™） | 传说,6,2576.3,3617.53,1.4,2024-06-17
穿肠刀,崭新出厂,★,42804,穿肠刀（★） | 表面淬火,2,2199.5,3477.81,1.58,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43595,穿肠刀（★ StatTrak™） | 表面淬火,1,2147.5,9189.51,4.28,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43577,穿肠刀（★ StatTrak™） | 自动化,3,2099.5,13058.64,6.22,2024-06-17
穿肠刀,崭新出厂,★,42781,穿肠刀（★） | 自动化,17,1937.5,2824.66,1.46,2024-06-17
穿肠刀,略有磨损,★,42833,穿肠刀（★） | 伽玛多普勒,4,1899.5,2564.35,1.35,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43625,穿肠刀（★ StatTrak™） | 噩梦之夜,1,1887.5,1315.95,0.7,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43617,穿肠刀（★ StatTrak™） | 伽玛多普勒,36,1846.8,2878.34,1.56,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43601,穿肠刀（★ StatTrak™） | 深红之网,2,1799,3707.86,2.06,2024-06-17
穿肠刀,略有磨损,★,42821,穿肠刀（★） | 渐变之色,5,1798.5,5420.64,3.01,2024-06-17
穿肠刀,崭新出厂,★,42832,穿肠刀（★） | 伽玛多普勒,214,1679,2563.12,1.53,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43597,穿肠刀（★ StatTrak™） | 表面淬火,2,1620.25,2394.08,1.48,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43609,穿肠刀（★ StatTrak™） | 渐变之色,17,1597.68,2502.91,1.57,2024-06-17
穿肠刀,略有磨损,★,42840,穿肠刀（★） | 渐变大理石,2,1558.5,2539.18,1.63,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43596,穿肠刀（★ StatTrak™） | 表面淬火,5,1553.4,1935.15,1.25,2024-06-17
穿肠刀,崭新出厂,★,42835,穿肠刀（★） | 传说,68,1549,2511.54,1.62,2024-06-17
穿肠刀,崭新出厂,★,42820,穿肠刀（★） | 渐变之色,177,1541.5,2345.48,1.52,2024-06-17
穿肠刀,崭新出厂,★,755720,穿肠刀（★） | 噩梦之夜,1,1499,3221.57,2.15,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43608,穿肠刀（★ StatTrak™） | 多普勒,1,1469.5,2394.08,1.63,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43621,穿肠刀（★ StatTrak™） | 渐变大理石,9,1457.5,2121.3,1.46,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43579,穿肠刀（★ StatTrak™） | 自动化,10,1439,1829.95,1.27,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43607,穿肠刀（★ StatTrak™） | 多普勒,36,1424.5,2128.7,1.49,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43622,穿肠刀（★ StatTrak™） | 渐变大理石,1,1399.5,3157.94,2.26,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,44012,穿肠刀（★ StatTrak™） | 传说,10,1364.49,2158.3,1.58,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43635,穿肠刀（★ StatTrak™） | 屠夫,9,1346.5,2376.67,1.77,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43641,穿肠刀（★ StatTrak™） | 人工染色,1,1313.5,1341.05,1.02,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43586,穿肠刀（★ StatTrak™） | 蓝钢,1,1299.5,1447.33,1.11,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,43598,穿肠刀（★ StatTrak™） | 表面淬火,4,1298.5,5725.05,4.41,2024-06-17
穿肠刀,崭新出厂,★,42791,穿肠刀（★） | 蓝钢,4,1260.5,1710.32,1.36,2024-06-17
穿肠刀,略有磨损,★,42819,穿肠刀（★） | 多普勒,31,1259.4,2087.5,1.66,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43637,穿肠刀（★ StatTrak™） | 屠夫,6,1242.94,1663.82,1.34,2024-06-17
穿肠刀,略有磨损,★,42783,穿肠刀（★） | 自动化,75,1224.5,1859.04,1.52,2024-06-17
穿肠刀,崭新出厂,★,42856,穿肠刀（★） | 屠夫,40,1219.94,1948.06,1.6,2024-06-17
穿肠刀,略有磨损,★,42865,穿肠刀（★） | 虎牙,2,1219.3,1668.6,1.37,2024-06-17
穿肠刀,崭新出厂,★,42839,穿肠刀（★） | 渐变大理石,188,1212.4,1787.95,1.47,2024-06-17
穿肠刀,崭新出厂,★,42818,穿肠刀（★） | 多普勒,441,1208.5,1811.67,1.5,2024-06-17
穿肠刀,略有磨损,★,42837,穿肠刀（★） | 传说,70,1199,1829.59,1.53,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43643,穿肠刀（★ StatTrak™） | 虎牙,16,1194.5,1842.43,1.54,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43614,穿肠刀（★ StatTrak™） | 自由之手,5,1118.5,1450.96,1.3,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43604,穿肠刀（★ StatTrak™） | 大马士革钢,6,1099.5,2210.9,2.01,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43578,穿肠刀（★ StatTrak™） | 自动化,10,1090.5,1679.27,1.54,2024-06-17
穿肠刀,略有磨损,★,42811,穿肠刀（★） | 深红之网,23,1089,1388.35,1.27,2024-06-17
穿肠刀,崭新出厂,★,42786,穿肠刀（★） | 黑色层压板,17,1076.5,1534.25,1.43,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43576,穿肠刀（★ StatTrak™） | 自动化,2,1069.5,2013.42,1.88,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43618,穿肠刀（★ StatTrak™） | 传说,3,1064.5,1403.88,1.32,2024-06-17
穿肠刀,略有磨损,★,42858,穿肠刀（★） | 屠夫,42,1062,1554.34,1.46,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43620,穿肠刀（★ StatTrak™） | 传说,14,1039.5,1559.42,1.5,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43636,穿肠刀（★ StatTrak™） | 屠夫,3,1038,2502.91,2.41,2024-06-17
穿肠刀,久经沙场,★,42782,穿肠刀（★） | 自动化,81,1019.49,1509.58,1.48,2024-06-17
穿肠刀,略有磨损,★,42806,穿肠刀（★） | 表面淬火,24,1015.49,1572.99,1.55,2024-06-17
穿肠刀,崭新出厂,★,42864,穿肠刀（★） | 虎牙,105,1008.5,1443.71,1.43,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43633,穿肠刀（★ StatTrak™） | 枯焦之色,2,999.5,1342.14,1.34,2024-06-17
穿肠刀,久经沙场,★,42857,穿肠刀（★） | 屠夫,7,999.5,1370.14,1.37,2024-06-17
穿肠刀,破损不堪,★,42784,穿肠刀（★） | 自动化,6,999,1499.86,1.5,2024-06-17
穿肠刀,久经沙场,★,42805,穿肠刀（★） | 表面淬火,19,978.5,1432.1,1.46,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43587,穿肠刀（★ StatTrak™） | 蓝钢,4,947.3,1375.07,1.45,2024-06-17
穿肠刀,破损不堪,★,42838,穿肠刀（★） | 传说,1,943.5,1378.41,1.46,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43588,穿肠刀（★ StatTrak™） | 蓝钢,2,943.25,1441.89,1.53,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43645,穿肠刀（★ StatTrak™） | 致命紫罗兰,9,942,1160.77,1.23,2024-06-17
穿肠刀,战痕累累,★,42780,穿肠刀（★） | 自动化,13,918.4,1321.97,1.44,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,45191,穿肠刀（★ StatTrak™） | 外表生锈,1,899.5,903.0,1.0,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43605,穿肠刀（★ StatTrak™） | 大马士革钢,3,899,1118.11,1.24,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,43602,穿肠刀（★ StatTrak™） | 深红之网,1,899,1474.18,1.64,2024-06-17
穿肠刀,崭新出厂,★,42860,穿肠刀（★） | 人工染色,10,896.5,1325.81,1.48,2024-06-17
穿肠刀,久经沙场,★,42836,穿肠刀（★） | 传说,105,896.48,1356.65,1.51,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43610,穿肠刀（★ StatTrak™） | 森林 DDPAT,1,887.5,862.45,0.97,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43580,穿肠刀（★ StatTrak™） | 黑色层压板,14,886,1001.16,1.13,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43583,穿肠刀（★ StatTrak™） | 黑色层压板,10,883.8,1308.55,1.48,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43616,穿肠刀（★ StatTrak™） | 自由之手,7,859,1370.0,1.59,2024-06-17
穿肠刀,崭新出厂,★,764072,穿肠刀（★） | 都市伪装,5,857,2415.85,2.82,2024-06-17
穿肠刀,无涂装,★ StatTrak™,43575,穿肠刀（★ StatTrak™）,25,849.5,1413.53,1.66,2024-06-17
穿肠刀,破损不堪,★,42807,穿肠刀（★） | 表面淬火,16,839.5,1342.14,1.6,2024-06-17
穿肠刀,战痕累累,★,42834,穿肠刀（★） | 传说,7,834.5,1156.63,1.39,2024-06-17
穿肠刀,战痕累累,★,42803,穿肠刀（★） | 表面淬火,14,834.3,1147.71,1.38,2024-06-17
穿肠刀,崭新出厂,★ StatTrak™,43592,穿肠刀（★ StatTrak™） | 澄澈之水,16,819.5,1291.28,1.58,2024-06-17
穿肠刀,无涂装,★,42779,穿肠刀（★）,87,819,1236.44,1.51,2024-06-17
穿肠刀,略有磨损,★,42793,穿肠刀（★） | 蓝钢,7,808.5,1122.1,1.39,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43640,穿肠刀（★ StatTrak™） | 人工染色,5,807.5,1056.3,1.31,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43599,穿肠刀（★ StatTrak™） | 深红之网,5,805.5,1378.41,1.71,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43638,穿肠刀（★ StatTrak™） | 人工染色,2,799.5,1146.11,1.43,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,43589,穿肠刀（★ StatTrak™） | 蓝钢,1,799,1102.29,1.38,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43606,穿肠刀（★ StatTrak™） | 大马士革钢,6,798.5,1356.65,1.7,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43600,穿肠刀（★ StatTrak™） | 深红之网,11,789.5,1310.36,1.66,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43582,穿肠刀（★ StatTrak™） | 黑色层压板,9,768.5,1398.36,1.82,2024-06-17
穿肠刀,崭新出厂,★,42828,穿肠刀（★） | 自由之手,43,768,1083.79,1.41,2024-06-17
穿肠刀,略有磨损,★,42868,穿肠刀（★） | 致命紫罗兰,28,764.5,992.02,1.3,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,43584,穿肠刀（★ StatTrak™） | 黑色层压板,7,758.7,1131.82,1.49,2024-06-17
穿肠刀,崭新出厂,★,42814,穿肠刀（★） | 大马士革钢,48,758,1117.96,1.47,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43624,穿肠刀（★ StatTrak™） | 噩梦之夜,1,749.5,936.88,1.25,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43593,穿肠刀（★ StatTrak™） | 澄澈之水,8,749.5,1077.19,1.44,2024-06-17
穿肠刀,破损不堪,★,42812,穿肠刀（★） | 深红之网,9,741.39,1249.42,1.69,2024-06-17
穿肠刀,略有磨损,★,42843,穿肠刀（★） | 噩梦之夜,14,734.5,1056.3,1.44,2024-06-17
穿肠刀,战痕累累,★,42827,穿肠刀（★） | 自由之手,3,729.5,999.64,1.37,2024-06-17
穿肠刀,久经沙场,★,42810,穿肠刀（★） | 深红之网,44,727.5,1040.99,1.43,2024-06-17
穿肠刀,崭新出厂,★,42799,穿肠刀（★） | 澄澈之水,73,719.5,1044.98,1.45,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43615,穿肠刀（★ StatTrak™） | 自由之手,9,717.5,1089.24,1.52,2024-06-17
穿肠刀,略有磨损,★,42830,穿肠刀（★） | 自由之手,32,709.5,1006.39,1.42,2024-06-17
穿肠刀,略有磨损,★,42816,穿肠刀（★） | 大马士革钢,42,709.5,1083.79,1.53,2024-06-17
穿肠刀,久经沙场,★,42792,穿肠刀（★） | 蓝钢,11,707,1023.72,1.45,2024-06-17
穿肠刀,战痕累累,★,42790,穿肠刀（★） | 蓝钢,8,707,1042.88,1.48,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43591,穿肠刀（★ StatTrak™） | 北方森林,4,699.5,1255.73,1.8,2024-06-17
穿肠刀,战痕累累,★,42813,穿肠刀（★） | 大马士革钢,4,699,1114.26,1.59,2024-06-17
穿肠刀,略有磨损,★,42862,穿肠刀（★） | 人工染色,24,698,973.3,1.39,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43644,穿肠刀（★ StatTrak™） | 致命紫罗兰,3,696,1155.25,1.66,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43647,穿肠刀（★ StatTrak™） | 都市伪装,9,695.5,1569.29,2.26,2024-06-17
穿肠刀,破损不堪,★,42794,穿肠刀（★） | 蓝钢,9,692.5,1001.16,1.45,2024-06-17
穿肠刀,破损不堪,★,42817,穿肠刀（★） | 大马士革钢,5,689,1199.87,1.74,2024-06-17
穿肠刀,略有磨损,★,42788,穿肠刀（★） | 黑色层压板,54,679.5,1051.73,1.55,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43612,穿肠刀（★ StatTrak™） | 森林 DDPAT,4,679,969.02,1.43,2024-06-17
穿肠刀,战痕累累,★,42808,穿肠刀（★） | 深红之网,11,679,1033.66,1.52,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43623,穿肠刀（★ StatTrak™） | 噩梦之夜,2,665.5,784.61,1.18,2024-06-17
穿肠刀,久经沙场,★,42787,穿肠刀（★） | 黑色层压板,36,664.5,1006.31,1.51,2024-06-17
穿肠刀,略有磨损,★ StatTrak™,43629,穿肠刀（★ StatTrak™） | 狩猎网格,5,663.3,967.5,1.46,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43632,穿肠刀（★ StatTrak™） | 枯焦之色,4,660.8,1233.32,1.87,2024-06-17
穿肠刀,略有磨损,★,42801,穿肠刀（★） | 澄澈之水,62,659.5,1042.88,1.58,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43977,穿肠刀（★ StatTrak™） | 澄澈之水,16,659.3,1067.4,1.62,2024-06-17
穿肠刀,久经沙场,★,42815,穿肠刀（★） | 大马士革钢,32,658.98,992.82,1.51,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,45443,穿肠刀（★ StatTrak™） | 澄澈之水,4,649.5,1095.62,1.69,2024-06-17
穿肠刀,破损不堪,★ StatTrak™,44070,穿肠刀（★ StatTrak™） | 都市伪装,2,649.5,981.28,1.51,2024-06-17
穿肠刀,久经沙场,★,42861,穿肠刀（★） | 人工染色,14,647.5,967.57,1.49,2024-06-17
穿肠刀,破损不堪,★,42846,穿肠刀（★） | 外表生锈,10,639,970.62,1.52,2024-06-17
穿肠刀,破损不堪,★,42831,穿肠刀（★） | 自由之手,6,638.5,990.79,1.55,2024-06-17
穿肠刀,破损不堪,★,42789,穿肠刀（★） | 黑色层压板,48,638.5,1002.61,1.57,2024-06-17
穿肠刀,破损不堪,★,42863,穿肠刀（★） | 人工染色,7,636.16,959.45,1.51,2024-06-17
穿肠刀,战痕累累,★,42859,穿肠刀（★） | 人工染色,11,629,928.61,1.48,2024-06-17
穿肠刀,久经沙场,★,42829,穿肠刀（★） | 自由之手,58,628.5,977.15,1.55,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43646,穿肠刀（★ StatTrak™） | 都市伪装,8,628.3,884.43,1.41,2024-06-17
穿肠刀,战痕累累,★,42785,穿肠刀（★） | 黑色层压板,39,619.5,982.37,1.59,2024-06-17
穿肠刀,破损不堪,★,42802,穿肠刀（★） | 澄澈之水,2,616.5,989.99,1.61,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43980,穿肠刀（★ StatTrak™） | 都市伪装,1,612.59,770.24,1.26,2024-06-17
穿肠刀,久经沙场,★,42800,穿肠刀（★） | 澄澈之水,64,609.99,926.87,1.52,2024-06-17
穿肠刀,破损不堪,★,42869,穿肠刀（★） | 致命紫罗兰,6,609.5,920.71,1.51,2024-06-17
穿肠刀,略有磨损,★,42854,穿肠刀（★） | 枯焦之色,22,605,943.41,1.56,2024-06-17
穿肠刀,战痕累累,★ StatTrak™,43627,穿肠刀（★ StatTrak™） | 外表生锈,14,599.5,906.85,1.51,2024-06-17
穿肠刀,战痕累累,★,42866,穿肠刀（★） | 致命紫罗兰,17,599.5,851.5,1.42,2024-06-17
穿肠刀,略有磨损,★,42850,穿肠刀（★） | 狩猎网格,17,599.5,798.03,1.33,2024-06-17
穿肠刀,破损不堪,★,42844,穿肠刀（★） | 噩梦之夜,3,599.5,882.11,1.47,2024-06-17
穿肠刀,久经沙场,★,42867,穿肠刀（★） | 致命紫罗兰,82,598.5,888.93,1.49,2024-06-17
穿肠刀,战痕累累,★,42845,穿肠刀（★） | 外表生锈,78,594,849.32,1.43,2024-06-17
穿肠刀,战痕累累,★,43958,穿肠刀（★） | 澄澈之水,9,589.5,1006.24,1.71,2024-06-17
穿肠刀,略有磨损,★,42797,穿肠刀（★） | 北方森林,20,589.5,836.12,1.42,2024-06-17
穿肠刀,略有磨损,★,42825,穿肠刀（★） | 森林 DDPAT,15,588.5,873.48,1.48,2024-06-17
穿肠刀,破损不堪,★,42873,穿肠刀（★） | 都市伪装,7,586,790.7,1.35,2024-06-17
穿肠刀,久经沙场,★,42842,穿肠刀（★） | 噩梦之夜,32,567.98,849.32,1.5,2024-06-17
穿肠刀,略有磨损,★,42872,穿肠刀（★） | 都市伪装,23,567.5,850.99,1.5,2024-06-17
穿肠刀,久经沙场,★,42853,穿肠刀（★） | 枯焦之色,12,567,811.45,1.43,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43611,穿肠刀（★ StatTrak™） | 森林 DDPAT,1,564.5,943.2,1.67,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43590,穿肠刀（★ StatTrak™） | 北方森林,5,563.49,866.22,1.54,2024-06-17
穿肠刀,久经沙场,★ StatTrak™,43628,穿肠刀（★ StatTrak™） | 狩猎网格,3,558,756.68,1.36,2024-06-17
穿肠刀,破损不堪,★,42855,穿肠刀（★） | 枯焦之色,7,551.5,827.05,1.5,2024-06-17
穿肠刀,破损不堪,★,42826,穿肠刀（★） | 森林 DDPAT,3,551.5,788.38,1.43,2024-06-17
穿肠刀,战痕累累,★,42795,穿肠刀（★） | 北方森林,9,549.5,769.01,1.4,2024-06-17
穿肠刀,战痕累累,★,42847,穿肠刀（★） | 狩猎网格,9,548.38,751.02,1.37,2024-06-17
穿肠刀,战痕累累,★,42852,穿肠刀（★） | 枯焦之色,10,543,771.33,1.42,2024-06-17
穿肠刀,战痕累累,★,42870,穿肠刀（★） | 都市伪装,6,540.5,792.59,1.47,2024-06-17
