id,short_name,internal_name
41880,印花 | somebody（金色）| 2018年波士顿锦标赛,sticker_tournament13
837536,运动手套（★） | 弹弓,weapon_sport_gloves
776459,AK-47 | 野荷,weapon_ak47
776807,AWP | 永恒之枪,weapon_awp
39949,印花 | Clan-Mystik（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
38885,M4A4（StatTrak™） | 咆哮,weapon_m4a1
34075,AWP | 巨龙传说,weapon_awp
41825,印花 | s1mple（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
44717,M4A4 | 咆哮,weapon_m4a1
775901,AWP | 永恒之枪,weapon_awp
872132,M4A1 消音型 | 紧迫危机,weapon_m4a1_silencer
45454,M9 刺刀（★） | 深红之网,weapon_knife_m9_bayonet
41608,印花 | keshandr（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
44242,AWP | 美杜莎,weapon_awp
45456,蝴蝶刀（★） | 深红之网,weapon_knife_butterfly
877222,AK-47（纪念品） | 黄金藤蔓,weapon_ak47
41030,印花 | Virtus.Pro（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
777098,系绳匕首（★ StatTrak™） | 深红之网,weapon_knife_cord
45417,爪子刀（★） | 深红之网,weapon_knife_karambit
34077,AWP | 巨龙传说,weapon_awp
43160,摩托手套（★） | 薄荷,weapon_moto_gloves
43259,运动手套（★） | 潘多拉之盒,weapon_sport_gloves
877427,M4A1 消音型（纪念品） | 冒险家乐园,weapon_m4a1_silencer
757697,运动手套（★） | 双栖,weapon_sport_gloves
43250,运动手套（★） | 干旱,weapon_sport_gloves
44362,AK-47（StatTrak™） | 火蛇,weapon_ak47
776567,AK-47 | 野荷,weapon_ak47
43263,运动手套（★） | 超导体,weapon_sport_gloves
41677,印花 | mousesports（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
34074,AWP | 巨龙传说,weapon_awp
872125,蝴蝶刀（★） | 传说,weapon_knife_butterfly
35305,M4A4 | 咆哮,weapon_m4a1
769948,折刀（★ StatTrak™） | 多普勒,weapon_knife_gypsy_jackknife
758105,蝴蝶刀（★ StatTrak™） | 致命紫罗兰,weapon_knife_butterfly
41816,印花 | ropz（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
39828,印花 | 3DMAX（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
38063,Tec-9（纪念品） | 核子威慑,weapon_tec9
43260,运动手套（★） | 潘多拉之盒,weapon_sport_gloves
36428,SCAR-20 | 溅射果酱,weapon_scar20
33984,AUG | 秋叶原之选,weapon_aug
882379,蝴蝶刀（★ StatTrak™） | 传说,weapon_knife_butterfly
162629,运动手套（★） | 迈阿密风云,weapon_sport_gloves
35304,M4A4 | 咆哮,weapon_m4a1
40296,印花 | 竖琴战争（全息）,sticker_other
43234,专业手套（★） | 深红和服,weapon_specialist_gloves
891269,流浪者匕首（★ StatTrak™） | 夜色,weapon_knife_outdoor
758271,专业手套（★） | 渐变之色,weapon_specialist_gloves
43255,运动手套（★） | 树篱迷宫,weapon_sport_gloves
40995,印花 | Twistzz（金色）| 2018年波士顿锦标赛,sticker_tournament13
776828,AWP | 王子,weapon_awp
757532,运动手套（★） | 欧米伽,weapon_sport_gloves
42556,蝴蝶刀（★） | 渐变之色,weapon_knife_butterfly
40404,印花 | 战场之王,sticker_other
35306,M4A4 | 咆哮,weapon_m4a1
755750,爪子刀（★ StatTrak™） | 表面淬火,weapon_knife_karambit
41338,印花 | dimasick（金色）| 2018年波士顿锦标赛,sticker_tournament13
836568,专业手套（★） | 渐变大理石,weapon_specialist_gloves
877416,M4A1 消音型（纪念品） | 紧迫危机,weapon_m4a1_silencer
43413,蝴蝶刀（★ StatTrak™） | 渐变之色,weapon_knife_butterfly
35225,M4A1 消音型 | 骑士,weapon_m4a1_silencer
757262,摩托手套（★） | 清凉薄荷,weapon_moto_gloves
41504,印花 | iBUYPOWER | 2014年卡托维兹锦标赛,sticker_tournament3
836211,驾驶手套（★） | 雪豹,weapon_driver_gloves
877113,AWP（纪念品） | 九头金蛇,weapon_awp
777009,骷髅匕首（★） | 深红之网,weapon_knife_skeleton
42557,蝴蝶刀（★） | 渐变之色,weapon_knife_butterfly
43412,蝴蝶刀（★ StatTrak™） | 渐变之色,weapon_knife_butterfly
38182,AK-47（StatTrak™） | 火蛇,weapon_ak47
40696,印花 | Reason Gaming | 2014年卡托维兹锦标赛,sticker_tournament3
40986,印花 | Titan | 2014年卡托维兹锦标赛,sticker_tournament3
871769,AK-47 | 黄金藤蔓,weapon_ak47
755862,蝴蝶刀（★ StatTrak™） | 多普勒,weapon_knife_butterfly
43983,爪子刀（★ StatTrak™） | 蓝钢,weapon_knife_karambit
43974,折叠刀（★ StatTrak™） | 自动化,weapon_knife_flip
43391,蝴蝶刀（★ StatTrak™） | 蓝钢,weapon_knife_butterfly
41586,印花 | keev（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
40622,印花 | Ninjas in Pyjamas（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
40441,印花 | Lekr0（金色）| 2018年波士顿锦标赛,sticker_tournament13
38824,M4A1 消音型（StatTrak™） | 守护者,weapon_m4a1_silencer
37715,M4A1 消音型（纪念品） | 骑士,weapon_m4a1_silencer
872121,蝴蝶刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_butterfly
760898,印花 | MICHU（金色）| 2018年伦敦锦标赛,sticker_tournament14
769478,锯齿爪刀（★） | 深红之网,weapon_knife_widowmaker
776912,AK-47 | 野荷,weapon_ak47
43106,M9 刺刀（★） | 传说,weapon_knife_m9_bayonet
871747,蝴蝶刀（★） | 伽玛多普勒,weapon_knife_butterfly
41362,印花 | electronic（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
43000,爪子刀（★） | 渐变之色,weapon_knife_karambit
776737,AWP | 王子,weapon_awp
872144,蝴蝶刀（★） | 伽玛多普勒,weapon_knife_butterfly
43257,运动手套（★） | 树篱迷宫,weapon_sport_gloves
34105,AWP | 美杜莎,weapon_awp
871916,蝴蝶刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_butterfly
43815,M9 刺刀（★ StatTrak™） | 传说,weapon_knife_m9_bayonet
45460,刺刀（★） | 深红之网,weapon_bayonet
877216,AK-47（纪念品） | 黄金藤蔓,weapon_ak47
43411,蝴蝶刀（★ StatTrak™） | 多普勒,weapon_knife_butterfly
838187,专业手套（★） | 老虎精英,weapon_specialist_gloves
44001,蝴蝶刀（★） | 多普勒,weapon_knife_butterfly
871801,AWP | 九头金蛇,weapon_awp
43733,爪子刀（★ StatTrak™） | 渐变之色,weapon_knife_karambit
43613,穿肠刀（★ StatTrak™） | 森林 DDPAT,weapon_knife_gut
776185,MP9 | 野百合,weapon_mp9
757315,驾驶手套（★） | 深红织物,weapon_driver_gloves
43001,爪子刀（★） | 渐变之色,weapon_knife_karambit
41824,印花 | s1mple（金色）| 2018年波士顿锦标赛,sticker_tournament13
42555,蝴蝶刀（★） | 多普勒,weapon_knife_butterfly
835686,运动手套（★） | 弹弓,weapon_sport_gloves
871696,AK-47 | 黄金藤蔓,weapon_ak47
33895,AK-47 | 火蛇,weapon_ak47
44945,专业手套（★） | 元勋,weapon_specialist_gloves
43262,运动手套（★） | 超导体,weapon_sport_gloves
837514,运动手套（★） | 夜行衣,weapon_sport_gloves
872576,蝴蝶刀（★ StatTrak™） | 自动化,weapon_knife_butterfly
776532,内格夫 | 雷神之锤,weapon_negev
777259,系绳匕首（★） | 深红之网,weapon_knife_cord
43258,运动手套（★） | 潘多拉之盒,weapon_sport_gloves
776454,AWP | 王子,weapon_awp
41900,印花 | suNny（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
836236,M4A1 消音型 | 冒险家乐园,weapon_m4a1_silencer
776341,MP9 | 野百合,weapon_mp9
838188,驾驶手套（★） | 西装革履,weapon_driver_gloves
43011,爪子刀（★） | 伽玛多普勒,weapon_knife_karambit
45601,蝴蝶刀（★） | 致命紫罗兰,weapon_knife_butterfly
959535,廓尔喀刀（★ StatTrak™） | 表面淬火,weapon_knife_kke
777399,海豹短刀（★ StatTrak™） | 蓝钢,weapon_knife_css
45458,鲍伊猎刀（★） | 深红之网,weapon_knife_survival_bowie
40467,印花 | MAJ3R（金色）| 2018年波士顿锦标赛,sticker_tournament13
39997,印花 | DD（金色）| 2018年波士顿锦标赛,sticker_tournament13
37581,双持贝瑞塔（纪念品） | 钴蓝石英,weapon_elite
41597,印花 | kennyS（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
43419,蝴蝶刀（★ StatTrak™） | 渐变大理石,weapon_knife_butterfly
775968,AWP | 王子,weapon_awp
871988,蝴蝶刀（★） | 自动化,weapon_knife_butterfly
43742,爪子刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_karambit
43813,M9 刺刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_m9_bayonet
776076,内格夫 | 雷神之锤,weapon_negev
957374,廓尔喀刀（★） | 深红之网,weapon_knife_kke
776552,内格夫 | 雷神之锤,weapon_negev
871909,蝴蝶刀（★） | 传说,weapon_knife_butterfly
42563,蝴蝶刀（★） | 渐变大理石,weapon_knife_butterfly
43238,专业手套（★） | 翠绿之网,weapon_specialist_gloves
34104,AWP | 美杜莎,weapon_awp
43961,爪子刀（★） | 传说,weapon_knife_karambit
42564,蝴蝶刀（★） | 渐变大理石,weapon_knife_butterfly
43012,爪子刀（★） | 伽玛多普勒,weapon_knife_karambit
759322,裹手（★） | 钴蓝骷髅,weapon_hand_wraps
43418,蝴蝶刀（★ StatTrak™） | 渐变大理石,weapon_knife_butterfly
871748,AWP | 九头金蛇,weapon_awp
41648,印花 | mir（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
756402,专业手套（★） | 深红之网,weapon_specialist_gloves
507503,爪子刀（★ StatTrak™） | 自动化,weapon_knife_karambit
756063,爪子刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_karambit
43233,专业手套（★） | 深红和服,weapon_specialist_gloves
41283,印花 | compLexity Gaming（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
877101,AWP（纪念品） | 九头金蛇,weapon_awp
776582,MP9 | 野百合,weapon_mp9
929106,M4A4（纪念品） | 荷鲁斯之眼,weapon_m4a1
42963,爪子刀（★） | 自动化,weapon_knife_karambit
871677,AK-47 | 黄金藤蔓,weapon_ak47
776888,AWP | 王子,weapon_awp
42985,爪子刀（★） | 表面淬火,weapon_knife_karambit
756055,M9 刺刀（★ StatTrak™） | 渐变之色,weapon_knife_m9_bayonet
43108,M9 刺刀（★） | 传说,weapon_knife_m9_bayonet
33812,M9 刺刀（★） | 渐变之色,weapon_knife_m9_bayonet
872518,蝴蝶刀（★ StatTrak™） | 传说,weapon_knife_butterfly
33915,AK-47 | 水栽竹,weapon_ak47
42579,蝴蝶刀（★） | 屠夫,weapon_knife_butterfly
877228,AK-47（纪念品） | 黄金藤蔓,weapon_ak47
43776,M9 刺刀（★ StatTrak™） | 自动化,weapon_knife_m9_bayonet
43743,爪子刀（★ StatTrak™） | 传说,weapon_knife_karambit
43762,爪子刀（★ StatTrak™） | 人工染色,weapon_knife_karambit
43159,摩托手套（★） | 薄荷,weapon_moto_gloves
37714,M4A1 消音型（纪念品） | 骑士,weapon_m4a1_silencer
43104,M9 刺刀（★） | 伽玛多普勒,weapon_knife_m9_bayonet
878158,AK-47（纪念品） | 黄金藤蔓,weapon_ak47
38181,AK-47（StatTrak™） | 火蛇,weapon_ak47
43429,蝴蝶刀（★ StatTrak™） | 屠夫,weapon_knife_butterfly
42530,蝴蝶刀（★）,weapon_knife_butterfly
34103,AWP | 美杜莎,weapon_awp
40425,印花 | LEGIJA（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
39825,印花 | 100 Thieves（闪亮）| 2018年波士顿锦标赛,sticker_tournament13
43054,M9 刺刀（★） | 自动化,weapon_knife_m9_bayonet
43093,M9 刺刀（★） | 渐变之色,weapon_knife_m9_bayonet
872127,M4A1 消音型 | 紧迫危机,weapon_m4a1_silencer
34106,AWP | 美杜莎,weapon_awp
43812,M9 刺刀（★ StatTrak™） | 伽玛多普勒,weapon_knife_m9_bayonet
871985,AK-47 | 黄金藤蔓,weapon_ak47
861737,流浪者匕首（★ StatTrak™） | 森林 DDPAT,weapon_knife_outdoor
44009,蝴蝶刀（★ StatTrak™） | 表面淬火,weapon_knife_butterfly
38215,AK-47（StatTrak™） | 红色层压板,weapon_ak47
35318,M4A4 | 波塞冬,weapon_m4a1
44004,M9 刺刀（★） | 伽玛多普勒,weapon_knife_m9_bayonet
42036,Tec-9 | 梗怖分子,weapon_tec9
43805,M9 刺刀（★ StatTrak™） | 渐变之色,weapon_knife_m9_bayonet
43264,运动手套（★） | 超导体,weapon_sport_gloves
837375,AK-47 | X 射线,weapon_ak47
45455,折叠刀（★） | 深红之网,weapon_knife_flip
871535,AWP | 九头金蛇,weapon_awp
42548,蝴蝶刀（★） | 深红之网,weapon_knife_butterfly
871951,蝴蝶刀（★） | 自动化,weapon_knife_butterfly
40175,印花 | Fnatic（全息）| 2014年卡托维兹锦标赛,sticker_tournament3
42587,蝴蝶刀（★） | 虎牙,weapon_knife_butterfly
877086,M4A1 消音型（纪念品） | 冒险家乐园,weapon_m4a1_silencer
43389,蝴蝶刀（★ StatTrak™）,weapon_knife_butterfly
778899,骷髅匕首（★ StatTrak™） | 渐变之色,weapon_knife_skeleton
45649,爪子刀（★） | 噩梦之夜,weapon_knife_karambit
42976,爪子刀（★） | 北方森林,weapon_knife_karambit
43404,蝴蝶刀（★ StatTrak™） | 深红之网,weapon_knife_butterfly
42588,蝴蝶刀（★） | 虎牙,weapon_knife_butterfly
44998,M9 刺刀（★ StatTrak™） | 传说,weapon_knife_m9_bayonet
835965,M4A1 消音型 | 冒险家乐园,weapon_m4a1_silencer
43435,蝴蝶刀（★ StatTrak™） | 虎牙,weapon_knife_butterfly
42581,蝴蝶刀（★） | 屠夫,weapon_knife_butterfly
776716,骷髅匕首（★） | 渐变之色,weapon_knife_skeleton
871803,AK-47 | 黄金藤蔓,weapon_ak47
42542,蝴蝶刀（★） | 表面淬火,weapon_knife_butterfly
45440,运动手套（★） | 双栖,weapon_sport_gloves
777320,流浪者匕首（★） | 深红之网,weapon_knife_outdoor
768936,熊刀（★） | 深红之网,weapon_knife_ursus
41524,印花 | jdm64（金色）| 2018年波士顿锦标赛,sticker_tournament13
876961,AWP（纪念品） | 九头金蛇,weapon_awp
755859,裹手（★） | 屠夫,weapon_hand_wraps
776672,骷髅匕首（★） | 渐变之色,weapon_knife_skeleton
769595,短剑（★） | 深红之网,weapon_knife_stiletto
43431,蝴蝶刀（★ StatTrak™） | 屠夫,weapon_knife_butterfly
871816,AWP | 九头金蛇,weapon_awp
45124,蝴蝶刀（★ StatTrak™） | 虎牙,weapon_knife_butterfly
45197,蝴蝶刀（★） | 噩梦之夜,weapon_knife_butterfly
43235,专业手套（★） | 深红和服,weapon_specialist_gloves
35020,格洛克 18 型 | 渐变之色,weapon_glock
877230,AK-47（纪念品） | 黄金藤蔓,weapon_ak47
872059,蝴蝶刀（★ StatTrak™） | 自动化,weapon_knife_butterfly
42998,爪子刀（★） | 多普勒,weapon_knife_karambit
43254,运动手套（★） | 树篱迷宫,weapon_sport_gloves
876836,暗影双匕（★ StatTrak™） | 自由之手,weapon_knife_push
778663,求生匕首（★ StatTrak™） | 人工染色,weapon_knife_canis
761941,短剑（★ StatTrak™） | 北方森林,weapon_knife_stiletto
43095,M9 刺刀（★） | 森林 DDPAT,weapon_knife_m9_bayonet
872575,鲍伊猎刀（★ StatTrak™） | 自由之手,weapon_knife_survival_bowie
779170,SG 553（纪念品） | 浪花穿孔,weapon_sg556
770811,折刀（★ StatTrak™） | 外表生锈,weapon_knife_gypsy_jackknife
768742,印花 | DickStacy（金色）| 2019年卡托维兹锦标赛,sticker_tournament15
756691,摩托手套（★） | 日蚀,weapon_moto_gloves
756679,MP7（纪念品） | 陆军斥候,weapon_mp7
45133,M9 刺刀（★ StatTrak™） | 表面淬火,weapon_knife_m9_bayonet
43909,MAG-7（纪念品） | 威吓者,weapon_mag7
43668,猎杀者匕首（★ StatTrak™） | 多普勒,weapon_knife_tactical
43303,刺刀（★ StatTrak™） | 伽玛多普勒,weapon_bayonet
39215,P2000（StatTrak™） | 海之泡沫,weapon_hkp2000
40356,印花 | JW（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
42999,爪子刀（★） | 多普勒,weapon_knife_karambit
777065,骷髅匕首（★ StatTrak™） | 渐变之色,weapon_knife_skeleton
37561,沙漠之鹰（纪念品） | 手上加农炮,weapon_deagle
40936,印花 | Team LDLC.com | 2014年卡托维兹锦标赛,sticker_tournament3
43017,爪子刀（★） | 渐变大理石,weapon_knife_karambit
839130,专业手套（★） | 一线特工,weapon_specialist_gloves
758350,摩托手套（★） | 嘭！,weapon_moto_gloves
837430,运动手套（★） | 猩红头巾,weapon_sport_gloves
761588,SG 553（纪念品） | 意式拉力,weapon_sg556
43746,爪子刀（★ StatTrak™） | 渐变大理石,weapon_knife_karambit
38183,AK-47（StatTrak™） | 火蛇,weapon_ak47
34418,沙漠之鹰 | 手上加农炮,weapon_deagle
43018,爪子刀（★） | 渐变大理石,weapon_knife_karambit
42580,蝴蝶刀（★） | 屠夫,weapon_knife_butterfly
41079,印花 | XANTARES（金色）| 2018年波士顿锦标赛,sticker_tournament13
756444,驾驶手套（★） | 蓝紫格子,weapon_driver_gloves
43732,爪子刀（★ StatTrak™） | 多普勒,weapon_knife_karambit
43044,爪子刀（★） | 致命紫罗兰,weapon_knife_karambit
871822,AWP | 九头金蛇,weapon_awp
43819,M9 刺刀（★ StatTrak™） | 渐变大理石,weapon_knife_m9_bayonet
43430,蝴蝶刀（★ StatTrak™） | 屠夫,weapon_knife_butterfly
38234,AK-47（StatTrak™） | 荒野反叛,weapon_ak47
42532,蝴蝶刀（★） | 蓝钢,weapon_knife_butterfly
33986,AUG | 秋叶原之选,weapon_aug
43015,爪子刀（★） | 传说,weapon_knife_karambit
41050,印花 | Vox Eminor（全息）| 2015年卡托维兹锦标赛,sticker_tournament6
35021,格洛克 18 型 | 渐变之色,weapon_glock
43110,M9 刺刀（★） | 渐变大理石,weapon_knife_m9_bayonet
43745,爪子刀（★ StatTrak™） | 传说,weapon_knife_karambit
43731,爪子刀（★ StatTrak™） | 多普勒,weapon_knife_karambit
45486,驾驶手套（★） | 王蛇,weapon_driver_gloves
42965,爪子刀（★） | 自动化,weapon_knife_karambit
33917,AK-47 | 水栽竹,weapon_ak47
877418,AWP（纪念品） | 九头金蛇,weapon_awp
871856,蝴蝶刀（★） | 自动化,weapon_knife_butterfly
43804,M9 刺刀（★ StatTrak™） | 多普勒,weapon_knife_m9_bayonet
41539,印花 | jks（金色）| 2018年波士顿锦标赛,sticker_tournament13
773513,熊刀（★ StatTrak™） | 枯焦之色,weapon_knife_ursus
41596,印花 | kennyS（金色）| 2018年波士顿锦标赛,sticker_tournament13
43986,M9 刺刀（★ StatTrak™） | 深红之网,weapon_knife_m9_bayonet
43033,爪子刀（★） | 屠夫,weapon_knife_karambit
875359,暗影双匕（★ StatTrak™） | 澄澈之水,weapon_knife_push
778520,猎杀者匕首（★ StatTrak™） | 致命紫罗兰,weapon_knife_tactical
776668,骷髅匕首（★ StatTrak™） | 表面淬火,weapon_knife_skeleton
770448,短剑（★ StatTrak™） | 多普勒,weapon_knife_stiletto
757596,M9 刺刀（★ StatTrak™） | 蓝钢,weapon_knife_m9_bayonet
44944,爪子刀（★ StatTrak™） | 黑色层压板,weapon_knife_karambit
37597,双持贝瑞塔（纪念品） | 人工染色,weapon_elite
755683,裹手（★） | 皮革,weapon_hand_wraps
40335,印花 | 咆哮黎明,sticker_other
760963,印花 | chopper（金色）| 2018年伦敦锦标赛,sticker_tournament14
871934,蝴蝶刀（★） | 黑色层压板,weapon_knife_butterfly
43818,M9 刺刀（★ StatTrak™） | 渐变大理石,weapon_knife_m9_bayonet
41815,印花 | ropz（金色）| 2018年波士顿锦标赛,sticker_tournament13
40586,印花 | Natus Vincere | 2014年卡托维兹锦标赛,sticker_tournament3
38229,AK-47（StatTrak™） | 火神,weapon_ak47
762886,锯齿爪刀（★ StatTrak™） | 渐变之色,weapon_knife_widowmaker
43758,爪子刀（★ StatTrak™） | 屠夫,weapon_knife_karambit
43111,M9 刺刀（★） | 渐变大理石,weapon_knife_m9_bayonet
43092,M9 刺刀（★） | 多普勒,weapon_knife_m9_bayonet
43084,M9 刺刀（★） | 深红之网,weapon_knife_m9_bayonet
872004,蝴蝶刀（★） | 传说,weapon_knife_butterfly
40600,印花 | NiKo（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
759518,锯齿爪刀（★） | 渐变之色,weapon_knife_widowmaker
43727,爪子刀（★ StatTrak™） | 深红之网,weapon_knife_karambit
40080,印花 | EliGE（金色）| 2018年波士顿锦标赛,sticker_tournament13
43091,M9 刺刀（★） | 多普勒,weapon_knife_m9_bayonet
888022,蝴蝶刀（★ StatTrak™） | 黑色层压板,weapon_knife_butterfly
876918,AWP（纪念品） | 九头金蛇,weapon_awp
757223,AWP（纪念品） | 粉红 DDPAT,weapon_awp
42991,爪子刀（★） | 深红之网,weapon_knife_karambit
755655,M9 刺刀（★） | 致命紫罗兰,weapon_knife_m9_bayonet
43803,M9 刺刀（★ StatTrak™） | 多普勒,weapon_knife_m9_bayonet
759847,锯齿爪刀（★ StatTrak™） | 渐变之色,weapon_knife_widowmaker
43052,M9 刺刀（★）,weapon_knife_m9_bayonet
773863,海豹短刀（★） | 深红之网,weapon_knife_css
43078,M9 刺刀（★） | 表面淬火,weapon_knife_m9_bayonet
43161,摩托手套（★） | 薄荷,weapon_moto_gloves
43704,爪子刀（★ StatTrak™） | 自动化,weapon_knife_karambit
43056,M9 刺刀（★） | 自动化,weapon_knife_m9_bayonet
872047,蝴蝶刀（★） | 自动化,weapon_knife_butterfly
871977,蝴蝶刀（★ StatTrak™） | 自动化,weapon_knife_butterfly
42961,爪子刀（★）,weapon_knife_karambit
35317,M4A4 | 波塞冬,weapon_m4a1
43128,M9 刺刀（★） | 屠夫,weapon_knife_m9_bayonet
761709,锯齿爪刀（★） | 渐变之色,weapon_knife_widowmaker
42967,爪子刀（★） | 黑色层压板,weapon_knife_karambit
43400,蝴蝶刀（★ StatTrak™） | 表面淬火,weapon_knife_butterfly
43252,运动手套（★） | 干旱,weapon_sport_gloves
43832,M9 刺刀（★ StatTrak™） | 屠夫,weapon_knife_m9_bayonet
43041,爪子刀（★） | 虎牙,weapon_knife_karambit
33897,AK-47 | 火蛇,weapon_ak47
872120,M4A1 消音型 | 紧迫危机,weapon_m4a1_silencer
761118,印花 | aizy（金色）| 2018年伦敦锦标赛,sticker_tournament14
761037,印花 | hutji（金色）| 2018年伦敦锦标赛,sticker_tournament14
760941,印花 | crush（金色）| 2018年伦敦锦标赛,sticker_tournament14
760897,印花 | MAJ3R（金色）| 2018年伦敦锦标赛,sticker_tournament14
755736,蝴蝶刀（★ StatTrak™） | 人工染色,weapon_knife_butterfly
877380,M4A1 消音型（纪念品） | 紧迫危机,weapon_m4a1_silencer
763996,锯齿爪刀（★ StatTrak™） | 表面淬火,weapon_knife_widowmaker
761042,印花 | s1mple（金色）| 2018年伦敦锦标赛,sticker_tournament14
43407,蝴蝶刀（★ StatTrak™） | 大马士革钢,weapon_knife_butterfly
873110,蝴蝶刀（★ StatTrak™） | 自动化,weapon_knife_butterfly
44248,爪子刀（★ StatTrak™） | 虎牙,weapon_knife_karambit
43766,爪子刀（★ StatTrak™） | 虎牙,weapon_knife_karambit
43042,爪子刀（★） | 虎牙,weapon_knife_karambit
872105,蝴蝶刀（★ StatTrak™） | 传说,weapon_knife_butterfly
45582,运动手套（★） | 迈阿密风云,weapon_sport_gloves
44245,爪子刀（★） | 蓝钢,weapon_knife_karambit
43701,爪子刀（★ StatTrak™）,weapon_knife_karambit
37683,格洛克 18 型（纪念品） | 红苹果,weapon_glock
43778,M9 刺刀（★ StatTrak™） | 自动化,weapon_knife_m9_bayonet
837367,运动手套（★） | 大型猎物,weapon_sport_gloves
43760,爪子刀（★ StatTrak™） | 屠夫,weapon_knife_karambit
43723,爪子刀（★ StatTrak™） | 表面淬火,weapon_knife_karambit
40258,印花 | GuardiaN（金色）| 2017年克拉科夫锦标赛,sticker_tournament12
760875,印花 | sdy（金色）| 2018年伦敦锦标赛,sticker_tournament14
42551,蝴蝶刀（★） | 大马士革钢,weapon_knife_butterfly
42964,爪子刀（★） | 自动化,weapon_knife_karambit
43035,爪子刀（★） | 屠夫,weapon_knife_karambit
43774,M9 刺刀（★ StatTrak™）,weapon_knife_m9_bayonet
957875,廓尔喀刀（★ StatTrak™） | 渐变之色,weapon_knife_kke
773885,海豹短刀（★ StatTrak™） | 表面淬火,weapon_knife_css
45657,驾驶手套（★） | 月色织物,weapon_driver_gloves
