AWP,崭新出厂,纪念品,45462,AWP（纪念品） | 巨龙传说,6,3499985.5,885085.6,0.25,2024-06-16
AWP,久经沙场,普通,871535,AWP | 九头金蛇,131,11469.5,11699.38,1.02,2024-06-16
AWP,久经沙场,纪念品,876961,AWP（纪念品） | 九头金蛇,187,10399.5,10353.03,1.0,2024-06-16
AWP,破损不堪,普通,871816,AWP | 九头金蛇,6,10388,9690.02,0.93,2024-06-16
AWP,战痕累累,普通,871822,AWP | 九头金蛇,46,9598.5,9690.02,1.01,2024-06-16
AWP,破损不堪,纪念品,877418,AWP（纪念品） | 九头金蛇,13,9146.5,8976.0,0.98,2024-06-16
AWP,战痕累累,纪念品,876918,AWP（纪念品） | 九头金蛇,59,8499.5,8669.99,1.02,2024-06-16
AWP,崭新出厂,纪念品,757223,AWP（纪念品） | 粉红 DDPAT,3,8499.5,3570.01,0.42,2024-06-16
AWP,崭新出厂,普通,835422,AWP | 渐变之色,771,7034,6976.8,0.99,2024-06-16
AWP,略有磨损,普通,835987,AWP | 渐变之色,37,6979.5,6528.01,0.94,2024-06-16
AWP,崭新出厂,StatTrak™,38310,AWP（StatTrak™） | 雷击,154,5689.5,8625.96,1.52,2024-06-16
AWP,略有磨损,StatTrak™,38311,AWP（StatTrak™） | 雷击,5,5498.5,5334.89,0.97,2024-06-16
AWP,崭新出厂,StatTrak™,38313,AWP（StatTrak™） | 鬼退治,73,5419,10767.5,1.99,2024-06-16
AWP,崭新出厂,StatTrak™,776694,AWP（StatTrak™） | 冲出重围,34,4949.5,10216.86,2.06,2024-06-16
AWP,破损不堪,StatTrak™,44061,AWP（StatTrak™） | 鬼退治,1,4887.5,5036.28,1.03,2024-06-16
AWP,略有磨损,StatTrak™,38315,AWP（StatTrak™） | 鬼退治,33,4199,7759.01,1.85,2024-06-16
AWP,崭新出厂,StatTrak™,38283,AWP（StatTrak™） | *嘣*,11,3999.5,6073.36,1.52,2024-06-16
AWP,久经沙场,纪念品,37545,AWP（纪念品） | 响尾蛇,5,3997,12832.0,3.21,2024-06-16
AWP,略有磨损,普通,34100,AWP | 雷击,17,3839.5,6309.21,1.64,2024-06-16
AWP,略有磨损,纪念品,37546,AWP（纪念品） | 响尾蛇,5,3764.35,3665.78,0.97,2024-06-16
AWP,崭新出厂,普通,34099,AWP | 雷击,914,3684.5,5094.25,1.38,2024-06-16
AWP,崭新出厂,普通,34108,AWP | 鬼退治,334,2982,4063.92,1.36,2024-06-16
AWP,破损不堪,StatTrak™,38322,AWP（StatTrak™） | 红线,1,2887.5,1100.92,0.38,2024-06-16
AWP,略有磨损,纪念品,37549,AWP（纪念品） | 狩猎网格,6,2879.5,1841.41,0.64,2024-06-16
AWP,久经沙场,StatTrak™,38314,AWP（StatTrak™） | 鬼退治,27,2469.5,4005.81,1.62,2024-06-16
AWP,崭新出厂,StatTrak™,38303,AWP（StatTrak™） | 石墨黑,139,2365.49,3518.58,1.49,2024-06-16
AWP,略有磨损,普通,34110,AWP | 鬼退治,255,2224.5,3591.2,1.61,2024-06-16
AWP,略有磨损,StatTrak™,38304,AWP（StatTrak™） | 石墨黑,12,2194.49,3521.41,1.6,2024-06-16
AWP,崭新出厂,普通,775913,AWP | 冲出重围,141,2174.5,3446.03,1.58,2024-06-16
AWP,崭新出厂,普通,34068,AWP | *嘣*,43,1988.5,3558.77,1.79,2024-06-16
AWP,崭新出厂,StatTrak™,956728,AWP（StatTrak™） | 镀铬大炮,23,1965.5,2755.3,1.4,2024-06-16
AWP,略有磨损,StatTrak™,775920,AWP（StatTrak™） | 冲出重围,49,1925.5,3060.36,1.59,2024-06-16
AWP,崭新出厂,StatTrak™,773777,AWP（StatTrak™） | 野火,99,1666.38,2379.57,1.43,2024-06-16
AWP,久经沙场,普通,34109,AWP | 鬼退治,194,1663.5,2511.54,1.51,2024-06-16
AWP,崭新出厂,普通,835943,AWP | 锦虎,411,1608.5,2497.1,1.55,2024-06-16
AWP,崭新出厂,普通,34134,AWP | 蝮蛇迷彩,10,1599,2630.52,1.65,2024-06-16
AWP,崭新出厂,StatTrak™,38306,AWP（StatTrak™） | 暴怒野兽,68,1532,2247.83,1.47,2024-06-16
AWP,久经沙场,StatTrak™,38281,AWP（StatTrak™） | 二西莫夫,669,1489.49,2208.14,1.48,2024-06-16
AWP,略有磨损,普通,835936,AWP | 锦虎,121,1359,2113.11,1.55,2024-06-16
AWP,略有磨损,StatTrak™,38285,AWP（StatTrak™） | *嘣*,150,1179.4,1763.71,1.5,2024-06-16
AWP,破损不堪,普通,34111,AWP | 鬼退治,16,1138.5,1664.4,1.46,2024-06-16
AWP,战痕累累,普通,34107,AWP | 鬼退治,3,1098.5,1698.64,1.55,2024-06-16
AWP,破损不堪,StatTrak™,38282,AWP（StatTrak™） | 二西莫夫,97,1024,1523.51,1.49,2024-06-16
AWP,久经沙场,StatTrak™,775491,AWP（StatTrak™） | 冲出重围,50,999,1558.48,1.56,2024-06-16
AWP,战痕累累,纪念品,37547,AWP（纪念品） | 狩猎网格,3,998.5,2937.61,2.94,2024-06-16
AWP,久经沙场,StatTrak™,38284,AWP（StatTrak™） | *嘣*,21,968,1445.59,1.49,2024-06-16
AWP,略有磨损,StatTrak™,773713,AWP（StatTrak™） | 野火,118,937.48,1455.97,1.55,2024-06-16
AWP,崭新出厂,普通,34092,AWP | 石墨黑,1159,899,1246.74,1.39,2024-06-16
AWP,久经沙场,普通,835814,AWP | 锦虎,62,844.5,1198.64,1.42,2024-06-16
AWP,久经沙场,普通,34066,AWP | 二西莫夫,4380,829,1118.55,1.35,2024-06-16
AWP,略有磨损,普通,34093,AWP | 石墨黑,85,825.5,1364.41,1.65,2024-06-16
AWP,略有磨损,普通,775601,AWP | 冲出重围,462,822,1228.6,1.49,2024-06-16
AWP,略有磨损,StatTrak™,956644,AWP（StatTrak™） | 镀铬大炮,57,819.45,1289.47,1.57,2024-06-16
AWP,崭新出厂,普通,956638,AWP | 镀铬大炮,207,813.9,1083.43,1.33,2024-06-16
AWP,略有磨损,StatTrak™,38321,AWP（StatTrak™） | 红线,318,803.5,1148.0,1.43,2024-06-16
AWP,破损不堪,StatTrak™,38292,AWP（StatTrak™） | 电子蜂巢,1,799.5,1068.2,1.34,2024-06-16
AWP,崭新出厂,普通,773715,AWP | 野火,542,797.5,1075.96,1.35,2024-06-16
AWP,破损不堪,普通,836049,AWP | 锦虎,9,793,1141.03,1.44,2024-06-16
AWP,战痕累累,普通,836057,AWP | 锦虎,4,763.49,1102.58,1.44,2024-06-16
AWP,久经沙场,纪念品,37548,AWP（纪念品） | 狩猎网格,15,752.5,1626.53,2.16,2024-06-16
AWP,战痕累累,StatTrak™,38280,AWP（StatTrak™） | 二西莫夫,309,719.2,1037.29,1.44,2024-06-16
AWP,崭新出厂,普通,34117,AWP | 粉红 DDPAT,33,717.17,1099.76,1.53,2024-06-16
AWP,略有磨损,普通,34136,AWP | 蝮蛇迷彩,22,671.5,1003.85,1.49,2024-06-16
AWP,战痕累累,普通,34133,AWP | 蝮蛇迷彩,8,667.5,863.76,1.29,2024-06-16
AWP,破损不堪,StatTrak™,773819,AWP（StatTrak™） | 野火,4,665.4,841.85,1.27,2024-06-16
AWP,略有磨损,StatTrak™,38308,AWP（StatTrak™） | 暴怒野兽,81,659,994.85,1.51,2024-06-16
AWP,破损不堪,普通,34137,AWP | 蝮蛇迷彩,5,659,928.98,1.41,2024-06-16
AWP,破损不堪,StatTrak™,775899,AWP（StatTrak™） | 冲出重围,20,658.5,1002.9,1.52,2024-06-16
AWP,久经沙场,普通,34135,AWP | 蝮蛇迷彩,11,629.5,890.16,1.41,2024-06-16
AWP,崭新出厂,StatTrak™,38286,AWP（StatTrak™） | 珊瑚树,32,610.5,1087.42,1.78,2024-06-16
AWP,略有磨损,普通,34070,AWP | *嘣*,989,609.5,818.49,1.34,2024-06-16
AWP,破损不堪,普通,34067,AWP | 二西莫夫,908,598,803.98,1.34,2024-06-16
AWP,崭新出厂,StatTrak™,38289,AWP（StatTrak™） | 电子蜂巢,130,588.82,870.58,1.48,2024-06-16
AWP,久经沙场,StatTrak™,773774,AWP（StatTrak™） | 野火,114,565.5,754.5,1.33,2024-06-16
AWP,崭新出厂,普通,34095,AWP | 暴怒野兽,306,553.5,786.13,1.42,2024-06-16
AWP,久经沙场,普通,34069,AWP | *嘣*,168,530.55,806.08,1.52,2024-06-16
AWP,略有磨损,普通,773720,AWP | 野火,1275,519.5,714.24,1.37,2024-06-16
AWP,久经沙场,普通,775550,AWP | 冲出重围,650,514,739.19,1.44,2024-06-16
AWP,战痕累累,StatTrak™,776670,AWP（StatTrak™） | 冲出重围,24,509,711.7,1.4,2024-06-16
AWP,久经沙场,StatTrak™,956589,AWP（StatTrak™） | 镀铬大炮,71,505.5,649.52,1.28,2024-06-16
AWP,崭新出厂,StatTrak™,763420,AWP（StatTrak™） | 黑色魅影,362,502.99,740.64,1.47,2024-06-16
AWP,略有磨损,StatTrak™,38312,AWP（StatTrak™） | 无畏战神,319,495.49,674.33,1.36,2024-06-16
AWP,战痕累累,普通,34065,AWP | 二西莫夫,1609,482.5,663.31,1.37,2024-06-16
AWP,略有磨损,普通,956524,AWP | 镀铬大炮,361,449.5,572.91,1.27,2024-06-16
AWP,久经沙场,StatTrak™,43914,AWP（StatTrak™） | 无畏战神,34,418.5,565.15,1.35,2024-06-16
AWP,略有磨损,普通,34126,AWP | 红线,1944,415.5,562.1,1.35,2024-06-16
AWP,久经沙场,StatTrak™,38320,AWP（StatTrak™） | 红线,301,415.43,569.36,1.37,2024-06-16
AWP,久经沙场,普通,773698,AWP | 野火,791,413,562.75,1.36,2024-06-16
AWP,久经沙场,StatTrak™,38307,AWP（StatTrak™） | 暴怒野兽,86,400,506.02,1.27,2024-06-16
AWP,崭新出厂,StatTrak™,38294,AWP（StatTrak™） | 精英之作,93,398.5,568.34,1.43,2024-06-16
AWP,略有磨损,StatTrak™,763423,AWP（StatTrak™） | 黑色魅影,194,397.5,539.9,1.36,2024-06-16
AWP,略有磨损,StatTrak™,38291,AWP（StatTrak™） | 电子蜂巢,79,395.5,599.32,1.52,2024-06-16
AWP,战痕累累,StatTrak™,773805,AWP（StatTrak™） | 野火,26,394.2,544.47,1.38,2024-06-16
AWP,破损不堪,普通,774796,AWP | 冲出重围,100,390.5,529.6,1.36,2024-06-16
AWP,崭新出厂,普通,34078,AWP | 电子蜂巢,626,381.5,525.61,1.38,2024-06-16
AWP,战痕累累,StatTrak™,956672,AWP（StatTrak™） | 镀铬大炮,31,359.5,440.73,1.23,2024-06-16
AWP,略有磨损,普通,34097,AWP | 暴怒野兽,398,356,487.81,1.37,2024-06-16
AWP,破损不堪,StatTrak™,956670,AWP（StatTrak™） | 镀铬大炮,32,336.5,512.62,1.52,2024-06-16
AWP,破损不堪,StatTrak™,763514,AWP（StatTrak™） | 黑色魅影,6,331.5,399.01,1.2,2024-06-16
AWP,破损不堪,普通,773734,AWP | 野火,24,316.4,444.86,1.41,2024-06-16
AWP,略有磨损,纪念品,37543,AWP（纪念品） | 粉红 DDPAT,116,296,428.03,1.45,2024-06-16
AWP,久经沙场,StatTrak™,763429,AWP（StatTrak™） | 黑色魅影,215,295.49,392.77,1.33,2024-06-16
AWP,破损不堪,StatTrak™,38309,AWP（StatTrak™） | 暴怒野兽,27,294.9,448.93,1.52,2024-06-16
AWP,破损不堪,普通,34127,AWP | 红线,13,293.9,387.99,1.32,2024-06-16
AWP,崭新出厂,StatTrak™,900621,AWP（StatTrak™） | 迷人眼,174,291.47,379.57,1.3,2024-06-16
AWP,战痕累累,StatTrak™,763488,AWP（StatTrak™） | 黑色魅影,20,288.5,397.56,1.38,2024-06-16
AWP,战痕累累,普通,775447,AWP | 冲出重围,91,283.48,405.98,1.43,2024-06-16
AWP,久经沙场,普通,956557,AWP | 镀铬大炮,620,279.9,355.99,1.27,2024-06-16
AWP,久经沙场,StatTrak™,38290,AWP（StatTrak™） | 电子蜂巢,75,275.5,422.81,1.53,2024-06-16
AWP,久经沙场,普通,34125,AWP | 红线,1403,273.5,371.59,1.36,2024-06-16
AWP,战痕累累,StatTrak™,38305,AWP（StatTrak™） | 暴怒野兽,35,267.99,363.97,1.36,2024-06-16
AWP,略有磨损,普通,34119,AWP | 粉红 DDPAT,185,265.7,379.57,1.43,2024-06-16
AWP,崭新出厂,普通,34139,AWP | 狮子之日,1382,261,347.21,1.33,2024-06-16
AWP,略有磨损,普通,34080,AWP | 电子蜂巢,572,256.37,340.61,1.33,2024-06-16
AWP,略有磨损,StatTrak™,38296,AWP（StatTrak™） | 精英之作,130,250.1,347.58,1.39,2024-06-16
AWP,破损不堪,普通,34081,AWP | 电子蜂巢,3,244,326.39,1.34,2024-06-16
AWP,崭新出厂,纪念品,761706,AWP（纪念品） | 冥界之河,57,241.5,311.16,1.29,2024-06-16
AWP,崭新出厂,普通,34071,AWP | 珊瑚树,162,237.42,309.63,1.3,2024-06-16
AWP,崭新出厂,StatTrak™,769475,AWP（StatTrak™） | 树蝰,191,229.5,343.73,1.5,2024-06-16
AWP,略有磨损,普通,34102,AWP | 无畏战神,2860,223.5,294.62,1.32,2024-06-16
AWP,略有磨损,StatTrak™,38288,AWP（StatTrak™） | 珊瑚树,164,214.9,318.49,1.48,2024-06-16
AWP,崭新出厂,普通,763243,AWP | 黑色魅影,2546,209.88,279.67,1.33,2024-06-16
AWP,久经沙场,普通,34101,AWP | 无畏战神,232,209.49,277.42,1.32,2024-06-16
AWP,崭新出厂,普通,34083,AWP | 精英之作,319,196.16,266.54,1.36,2024-06-16
AWP,崭新出厂,StatTrak™,38299,AWP（StatTrak™） | 浮生如梦,196,192.49,287.87,1.5,2024-06-16
AWP,久经沙场,StatTrak™,38287,AWP（StatTrak™） | 珊瑚树,45,192,264.8,1.38,2024-06-16
AWP,破损不堪,普通,956519,AWP | 镀铬大炮,274,189.5,270.89,1.43,2024-06-16
AWP,崭新出厂,纪念品,929094,AWP（纪念品） | 尼罗河沃土,66,188.99,267.85,1.42,2024-06-16
AWP,战痕累累,普通,773691,AWP | 野火,101,188.5,259.65,1.38,2024-06-16
AWP,久经沙场,普通,34079,AWP | 电子蜂巢,298,182,249.71,1.37,2024-06-16
AWP,久经沙场,普通,34096,AWP | 暴怒野兽,631,180.5,242.96,1.35,2024-06-16
AWP,崭新出厂,StatTrak™,922116,AWP（StatTrak™） | 金粉肆蛇,227,170,222.72,1.31,2024-06-16
AWP,略有磨损,普通,763400,AWP | 黑色魅影,2590,169.49,221.63,1.31,2024-06-16
AWP,崭新出厂,StatTrak™,835836,AWP（StatTrak™） | 亡灵之主,150,165,236.22,1.43,2024-06-16
AWP,破损不堪,StatTrak™,38297,AWP（StatTrak™） | 精英之作,17,164.48,156.12,0.95,2024-06-16
AWP,略有磨损,StatTrak™,900619,AWP（StatTrak™） | 迷人眼,256,162.83,248.33,1.53,2024-06-16
AWP,战痕累累,普通,956629,AWP | 镀铬大炮,254,159.5,214.38,1.34,2024-06-16
AWP,略有磨损,普通,34141,AWP | 狮子之日,1524,150.5,197.4,1.31,2024-06-16
AWP,战痕累累,普通,34116,AWP | 粉红 DDPAT,29,149.5,204.73,1.37,2024-06-16
AWP,久经沙场,普通,34118,AWP | 粉红 DDPAT,147,145.9,198.13,1.36,2024-06-16
AWP,久经沙场,StatTrak™,38295,AWP（StatTrak™） | 精英之作,91,139.3,209.74,1.51,2024-06-16
AWP,破损不堪,普通,34120,AWP | 粉红 DDPAT,17,138.89,185.8,1.34,2024-06-16
AWP,久经沙场,普通,763332,AWP | 黑色魅影,2242,137.5,185.0,1.35,2024-06-16
AWP,略有磨损,StatTrak™,38301,AWP（StatTrak™） | 浮生如梦,171,136.5,192.11,1.41,2024-06-16
AWP,破损不堪,普通,34098,AWP | 暴怒野兽,89,128.49,170.34,1.33,2024-06-16
AWP,破损不堪,普通,763404,AWP | 黑色魅影,45,127.5,177.89,1.4,2024-06-16
AWP,战痕累累,StatTrak™,38293,AWP（StatTrak™） | 精英之作,52,126.5,178.98,1.41,2024-06-16
AWP,略有磨损,普通,34085,AWP | 精英之作,438,124.49,184.71,1.48,2024-06-16
AWP,破损不堪,普通,34142,AWP | 狮子之日,15,123.96,157.28,1.27,2024-06-16
AWP,久经沙场,普通,34140,AWP | 狮子之日,512,122.39,165.99,1.36,2024-06-16
AWP,战痕累累,普通,34138,AWP | 狮子之日,33,120.78,177.96,1.47,2024-06-16
AWP,战痕累累,普通,763318,AWP | 黑色魅影,51,117.5,157.72,1.34,2024-06-16
AWP,战痕累累,StatTrak™,38298,AWP（StatTrak™） | 浮生如梦,21,114,152.35,1.34,2024-06-16
AWP,战痕累累,普通,34094,AWP | 暴怒野兽,216,111.69,146.91,1.32,2024-06-16
AWP,久经沙场,StatTrak™,38300,AWP（StatTrak™） | 浮生如梦,138,108,151.26,1.4,2024-06-16
AWP,破损不堪,StatTrak™,900663,AWP（StatTrak™） | 迷人眼,10,107.5,159.75,1.49,2024-06-16
AWP,破损不堪,StatTrak™,38302,AWP（StatTrak™） | 浮生如梦,17,107.4,144.95,1.35,2024-06-16
AWP,崭新出厂,普通,900572,AWP | 迷人眼,1171,104.5,139.8,1.34,2024-06-16
AWP,破损不堪,纪念品,37544,AWP（纪念品） | 粉红 DDPAT,65,99.4,156.05,1.57,2024-06-16
AWP,久经沙场,纪念品,37542,AWP（纪念品） | 粉红 DDPAT,317,94.9,139.58,1.47,2024-06-16
AWP,战痕累累,纪念品,37541,AWP（纪念品） | 粉红 DDPAT,129,93.93,128.85,1.37,2024-06-16
AWP,略有磨损,StatTrak™,769273,AWP（StatTrak™） | 树蝰,374,92.9,129.14,1.39,2024-06-16
AWP,久经沙场,普通,34084,AWP | 精英之作,454,92.39,121.01,1.31,2024-06-16
AWP,崭新出厂,StatTrak™,45390,AWP（StatTrak™） | 死神,224,90.88,132.26,1.46,2024-06-16
AWP,破损不堪,普通,34086,AWP | 精英之作,49,86.9,114.77,1.32,2024-06-16
AWP,久经沙场,StatTrak™,900623,AWP（StatTrak™） | 迷人眼,319,84.9,121.88,1.44,2024-06-16
AWP,略有磨损,普通,34073,AWP | 珊瑚树,1388,83.59,113.17,1.35,2024-06-16
AWP,战痕累累,普通,34082,AWP | 精英之作,108,79.9,102.58,1.28,2024-06-16
AWP,久经沙场,普通,34072,AWP | 珊瑚树,234,78.7,111.22,1.41,2024-06-16
AWP,崭新出厂,普通,34088,AWP | 浮生如梦,1253,78.3,106.07,1.35,2024-06-16
AWP,崭新出厂,StatTrak™,759281,AWP（StatTrak™） | 猫猫狗狗,590,77.9,107.66,1.38,2024-06-16
AWP,崭新出厂,普通,769191,AWP | 树蝰,875,75.89,101.93,1.34,2024-06-16
AWP,战痕累累,StatTrak™,900661,AWP（StatTrak™） | 迷人眼,77,73.5,105.12,1.43,2024-06-16
AWP,破损不堪,StatTrak™,38319,AWP（StatTrak™） | 火卫一,7,72.8,93.66,1.29,2024-06-16
AWP,略有磨损,StatTrak™,921875,AWP（StatTrak™） | 金粉肆蛇,338,69.9,101.2,1.45,2024-06-16
AWP,崭新出厂,普通,921876,AWP | 金粉肆蛇,1207,67.18,94.6,1.41,2024-06-16
AWP,破损不堪,纪念品,761501,AWP（纪念品） | 冥界之河,41,66.89,110.78,1.66,2024-06-16
AWP,略有磨损,普通,900525,AWP | 迷人眼,2260,64.53,88.07,1.36,2024-06-16
AWP,略有磨损,普通,34090,AWP | 浮生如梦,1204,63.7,84.23,1.32,2024-06-16
AWP,略有磨损,纪念品,929044,AWP（纪念品） | 尼罗河沃土,95,62.67,83.72,1.34,2024-06-16
AWP,战痕累累,纪念品,929054,AWP（纪念品） | 尼罗河沃土,65,61.68,72.84,1.18,2024-06-16
AWP,崭新出厂,StatTrak™,779332,AWP（StatTrak™） | 毛细血管,78,60.6,82.05,1.35,2024-06-16
AWP,破损不堪,纪念品,929138,AWP（纪念品） | 尼罗河沃土,16,59.9,91.85,1.53,2024-06-16
AWP,略有磨损,StatTrak™,835809,AWP（StatTrak™） | 亡灵之主,357,57.8,84.81,1.47,2024-06-16
AWP,略有磨损,纪念品,761442,AWP（纪念品） | 冥界之河,203,55.39,78.93,1.42,2024-06-16
AWP,久经沙场,普通,34089,AWP | 浮生如梦,644,55.09,72.04,1.31,2024-06-16
AWP,破损不堪,普通,34091,AWP | 浮生如梦,30,52.47,65.15,1.24,2024-06-16
AWP,崭新出厂,普通,871291,AWP | 复古流行,1554,51.3,69.5,1.35,2024-06-16
AWP,战痕累累,普通,34087,AWP | 浮生如梦,84,47.87,62.54,1.31,2024-06-16
AWP,崭新出厂,普通,835765,AWP | 亡灵之主,763,47.5,69.21,1.46,2024-06-16
AWP,久经沙场,StatTrak™,769175,AWP（StatTrak™） | 树蝰,445,42.45,57.24,1.35,2024-06-16
AWP,破损不堪,普通,900628,AWP | 迷人眼,54,40.9,59.85,1.46,2024-06-16
AWP,破损不堪,StatTrak™,922127,AWP（StatTrak™） | 金粉肆蛇,41,40.28,61.96,1.54,2024-06-16
AWP,久经沙场,普通,900590,AWP | 迷人眼,3010,39.8,53.83,1.35,2024-06-16
AWP,崭新出厂,普通,45247,AWP | 死神,830,39.29,56.01,1.43,2024-06-16
AWP,略有磨损,StatTrak™,759283,AWP（StatTrak™） | 猫猫狗狗,524,38.89,56.95,1.46,2024-06-16
AWP,崭新出厂,StatTrak™,38323,AWP（StatTrak™） | 蠕虫之神,556,37.77,53.83,1.43,2024-06-16
AWP,略有磨损,StatTrak™,45391,AWP（StatTrak™） | 死神,441,37.53,53.47,1.42,2024-06-16
AWP,崭新出厂,StatTrak™,38316,AWP（StatTrak™） | 火卫一,322,37.21,50.86,1.37,2024-06-16
AWP,略有磨损,普通,871606,AWP | 复古流行,1083,36.3,46.94,1.29,2024-06-16
AWP,略有磨损,普通,769125,AWP | 树蝰,2278,35.9,46.79,1.3,2024-06-16
AWP,久经沙场,纪念品,929031,AWP（纪念品） | 尼罗河沃土,175,34.7,48.61,1.4,2024-06-16
AWP,破损不堪,StatTrak™,422384,AWP（StatTrak™） | 死神,21,34.7,50.64,1.46,2024-06-16
AWP,略有磨损,普通,921877,AWP | 金粉肆蛇,2270,34.35,46.94,1.37,2024-06-16
AWP,破损不堪,StatTrak™,769415,AWP（StatTrak™） | 树蝰,107,31.87,46.14,1.45,2024-06-16
AWP,久经沙场,普通,871146,AWP | 复古流行,374,31.2,41.28,1.32,2024-06-16
AWP,久经沙场,StatTrak™,921873,AWP（StatTrak™） | 金粉肆蛇,536,30.9,42.22,1.37,2024-06-16
AWP,战痕累累,StatTrak™,45434,AWP（StatTrak™） | 死神,72,29.9,46.07,1.54,2024-06-16
AWP,战痕累累,StatTrak™,921878,AWP（StatTrak™） | 金粉肆蛇,131,29.89,40.7,1.36,2024-06-16
AWP,战痕累累,StatTrak™,769471,AWP（StatTrak™） | 树蝰,280,29.7,39.83,1.34,2024-06-16
AWP,破损不堪,StatTrak™,759284,AWP（StatTrak™） | 猫猫狗狗,30,29.3,40.05,1.37,2024-06-16
AWP,战痕累累,普通,900646,AWP | 迷人眼,317,28.69,37.07,1.29,2024-06-16
AWP,破损不堪,StatTrak™,38326,AWP（StatTrak™） | 蠕虫之神,18,28.45,35.91,1.26,2024-06-16
AWP,久经沙场,StatTrak™,835638,AWP（StatTrak™） | 亡灵之主,497,28.41,38.67,1.36,2024-06-16
AWP,破损不堪,普通,871785,AWP | 复古流行,30,27.9,40.19,1.44,2024-06-16
AWP,战痕累累,StatTrak™,759500,AWP（StatTrak™） | 猫猫狗狗,59,27.54,38.52,1.4,2024-06-16
AWP,战痕累累,纪念品,761500,AWP（纪念品） | 冥界之河,156,26.59,33.73,1.27,2024-06-16
AWP,崭新出厂,普通,927370,AWP | 尼罗河沃土,970,26.29,35.55,1.35,2024-06-16
AWP,战痕累累,StatTrak™,835870,AWP（StatTrak™） | 亡灵之主,173,25.9,35.11,1.36,2024-06-16
AWP,略有磨损,普通,835541,AWP | 亡灵之主,1267,25.9,33.15,1.28,2024-06-16
AWP,久经沙场,StatTrak™,45305,AWP（StatTrak™） | 死神,571,24,33.81,1.41,2024-06-16
AWP,略有磨损,StatTrak™,38325,AWP（StatTrak™） | 蠕虫之神,575,23.88,32.57,1.36,2024-06-16
AWP,破损不堪,StatTrak™,835751,AWP（StatTrak™） | 亡灵之主,109,23.59,37.07,1.57,2024-06-16
AWP,久经沙场,纪念品,761441,AWP（纪念品） | 冥界之河,368,23.25,35.19,1.51,2024-06-16
AWP,崭新出厂,普通,759200,AWP | 猫猫狗狗,4155,22.8,30.25,1.33,2024-06-16
AWP,久经沙场,StatTrak™,759282,AWP（StatTrak™） | 猫猫狗狗,374,22.39,30.33,1.35,2024-06-16
AWP,略有磨损,StatTrak™,38318,AWP（StatTrak™） | 火卫一,398,20.58,28.58,1.39,2024-06-16
